[    0.46s ->     6.06s] Brownian motion is the most important mathematical object in all of quantitative
[  980.12s ->   984.44s] As powerful as these techniques are, they have their limitations.
[  984.44s ->   988.60s] And that is because in practice, we don't have convergence.
[  988.60s ->   994.68s] Anytime we're building a model, we're making assumptions about the dynamics of the data generating distribution.
[  994.68s ->   999.88s] That is the distribution that we're actually seeing the data come from.
[  999.88s ->  1004.60s] So, for example, here, this is the data generating distribution, the population distribution,
[ 1004.60s ->  1007.96s] and these bars represent the data that we observe.
[ 1007.96s ->  1013.00s] We know for certain in this particular case, these bars come from this distribution.
[ 1013.00s ->  1018.28s] But in practice, we don't get to see the data generating distribution.
[ 1018.28s ->  1024.36s] And that can lead us to make assumptions that are certainly incorrect.
[ 1024.36s ->  1027.72s] So what I have here is a data generating distribution.
[ 1027.72s ->  1033.24s] And what you're observing is the center and the spread change over time.
[ 1033.24s ->  1037.00s] What we end up observing is just a fixed distribution.
[ 1037.00s ->  1041.00s] We're just going to take all that data and visualize it as a histogram.
[ 1041.00s ->  1046.20s] And if I was to just naively model this distribution, I would say, okay, well,
[ 1046.20s ->  1051.72s] we're more likely to observe negative values over here than we are positive values.
[ 1051.72s ->  1054.20s] But is that always the case?
[ 1054.20s ->  1059.40s] Well, no, look, the data generating distribution actually started out here towards the right side.
[ 1059.40s ->  1065.72s] And that means the likelihood of observing these values was much higher at one point in time
[ 1065.72s ->  1066.68s] than another.
[ 1066.68s ->  1070.84s] This is an absolutely crucial idea to grasp.
[ 1070.84s ->  1078.76s] The likelihood and the relative variance of observing outcomes at any one point in time
[ 1078.76s ->  1081.80s] in reality is going to change.
[ 1081.80s ->  1085.64s] You can think of something like a very volatile period for the stock market.
[ 1085.64s ->  1089.16s] We're more likely to observe negative returns.
[ 1089.16s ->  1096.84s] But in a massive bullish market, we're probably not as likely to observe those negative returns.
[ 1096.84s ->  1104.20s] And that's because this unobservable data generating distribution is going to change over time.
[ 1104.20s ->  1108.12s] We can't just naively model a fixed distribution.
[ 1108.12s ->  1113.88s] And that is precisely why we are going to look at this idea of a stochastic process.
[ 1113.88s ->  1118.44s] Having discussed the idea of random variables, stochastic processes are very easy to understand.
[ 1118.44s ->  1122.12s] They're just random variables over some sort of index.
[ 1122.12s ->  1123.64s] It could be the draws.
[ 1123.64s ->  1124.76s] It could be time.
[ 1124.76s ->  1128.20s] We have both discrete and continuous time processes.
[ 1128.20s ->  1133.72s] And what ends up happening is instead of just getting a distribution of outcomes,
[ 1133.72s ->  1138.36s] like we saw at the start of the lesson, like we saw from this convergence,
[ 1138.36s ->  1143.32s] like we saw from this unobservable data generating distribution that changes over time,
[ 1143.32s ->  1146.04s] we're going to get a sample path.
[ 1146.04s ->  1152.12s] And each step in the sample path is effectively going to be a distribution.
[ 1152.12s ->  1155.16s] And that is precisely what this animation shows.
[ 1155.16s ->  1157.96s] In this case, the distribution is fixed.
[ 1157.96s ->  1161.24s] The green line represents the draw at each step.
[ 1161.24s ->  1166.20s] And each step is effectively just a draw from the normal distribution.
[ 1166.20s ->  1168.92s] That's all a stochastic process is.
[ 1168.92s ->  1171.64s] You can see here this constructs a sample path.
[ 1171.64s ->  1178.84s] If we just connect the dots, that is the sample path for this particular stochastic process.
[ 1178.84s ->  1182.52s] Each is just a draw from the normal distribution.
[ 1182.52s ->  1186.52s] And it's over an index of, in this case, we're calling it time.
[ 1186.52s ->  1188.44s] That's all a stochastic process is.
[ 1188.44s ->  1192.68s] If I play this animation again for you, we are going to get a different sample path.
[ 1192.68s ->  1194.04s] Did I set a random seed here?
[ 1194.04s ->  1194.60s] I did.
[ 1194.60s ->  1198.92s] If I was to change this, remove the random seed, rerun this cell,
[ 1198.92s ->  1202.76s] then what you'll find is I'm going to get a brand new sample path.
[ 1202.76s ->  1207.72s] And that's because each step is effectively a distribution.
[ 1207.72s ->  1209.48s] And what distribution is it?
[ 1209.48s ->  1211.00s] Well, it's a normal distribution.
[ 1211.00s ->  1213.80s] This is how we just defined the stochastic process.
[ 1213.80s ->  1216.60s] It is a collection of random variables.
[ 1216.60s ->  1219.40s] And at the start of this lesson, what did we say a random variable was?
[ 1220.12s ->  1221.64s] It's a distribution.
[ 1221.64s ->  1227.24s] So this animation here is showing precisely what a stochastic process is
[ 1227.24s ->  1234.84s] and how to interpret each point, each step in the sample path that we end up observing.
[ 1234.84s ->  1240.20s] Each step is just a distribution, a set of possible outcomes.
[ 1240.20s ->  1244.04s] Given that a stochastic process is just a collection of random variables,
[ 1244.04s ->  1250.36s] we can apply the law of large numbers just as we did above to observe convergence in both
[ 1250.36s ->  1253.00s] probabilities and statistics.
[ 1253.00s ->  1255.88s] This is an incredibly useful idea.
[ 1255.88s ->  1260.36s] And I have a great chart to visualize exactly what's going on.
[ 1260.36s ->  1263.64s] What I've done here is I've simulated a whole bunch of paths.
[ 1263.64s ->  1268.76s] So above, I just simulated one and each step is a normal distribution.
[ 1268.76s ->  1273.80s] Now I'm looking at not just one sample path, but a whole bunch of sample paths here.
[ 1273.80s ->  1277.72s] And I have this slider that's going to allow me to observe
[ 1277.72s ->  1282.20s] the distribution at any step in this stochastic process.
[ 1282.20s ->  1285.56s] And what you're going to find is anywhere that I select,
[ 1285.56s ->  1288.44s] you're going to observe an empirical distribution
[ 1288.44s ->  1292.12s] that looks like the theoretical normal one that we saw above.
[ 1292.12s ->  1298.20s] And that's because this stochastic process, we can apply the law of large numbers to
[ 1298.20s ->  1305.40s] and observe the convergence in distribution in the cross section of any one of these sample paths.
[ 1305.40s ->  1311.80s] In other words, we saw that each step here was drawn from a normal distribution.
[ 1311.80s ->  1313.88s] Well, let's think about step 100.
[ 1313.88s ->  1322.28s] What if I was to create not just one sample path, but 10, 100, 1000, 10,000.
[ 1322.28s ->  1328.12s] And I observe at step 100, all of the points from all of those processes.
[ 1328.12s ->  1330.44s] That is exactly what this chart is doing.
[ 1330.44s ->  1335.56s] And if I observe the distribution of points from all of those sample paths,
[ 1335.56s ->  1341.88s] you're going to see that it is going to converge to the theoretical distribution
[ 1341.88s ->  1345.24s] that is generating the point at that step.
[ 1345.24s ->  1352.76s] This is a very important idea because sometimes we have the theoretical distribution outright.
[ 1352.76s ->  1355.72s] We can just simulate a draw from it.
[ 1355.72s ->  1360.28s] But if we don't, then we have to simulate sample paths.
[ 1360.28s ->  1362.84s] And we know if we simulate enough paths,
[ 1362.84s ->  1367.16s] that the empirical distribution will converge to the theoretical one.
[ 1367.16s ->  1371.16s] That is why this relationship is so important to understand.
[ 1371.16s ->  1378.44s] Sometimes you're not going to be able to just draw from the theoretical distribution directly.
[ 1378.44s ->  1385.16s] You will have to simulate a whole bunch of paths to be able to observe an empirical distribution
[ 1385.16s ->  1391.32s] that you can then compute statistics on to produce a price for your financial instrument.
[ 1391.32s ->  1399.56s] And you know that price is going to be reasonable because it converges to the population statistics
[ 1399.56s ->  1402.68s] thanks to the law of large numbers.
[ 1402.68s ->  1406.12s] Understanding now population versus empirical distributions,
[ 1406.12s ->  1409.08s] random variables that is our normal random variable,
[ 1409.08s ->  1413.16s] and stochastic processes along with the relationship between a sample path
[ 1413.16s ->  1416.76s] and the distribution of any one step of that sample path,
[ 1416.76s ->  1419.48s] we can now discuss Brownian motion.
[ 1419.48s ->  1422.12s] The definition of Brownian motion is as follows.
[ 1422.12s ->  1425.08s] The process itself starts at zero.
[ 1425.08s ->  1429.16s] There are independent increments so long as they are disjoint.
[ 1429.16s ->  1431.08s] We have stationary increments.
[ 1431.08s ->  1434.76s] That means the increment themselves follows a specific distribution.
[ 1434.76s ->  1436.04s] And would you look at that?
[ 1436.04s ->  1437.24s] It's normal.
[ 1437.96s ->  1441.80s] And almost all sample paths are continuous functions of t,
[ 1441.80s ->  1443.80s] but are nowhere differentiable.
[ 1443.80s ->  1450.52s] So if the increment follows a normal distribution, how is that different from the process we looked
[ 1450.52s ->  1451.40s] at up here?
[ 1451.40s ->  1454.36s] If I was to run this again and get a different sample path,
[ 1454.36s ->  1458.36s] aren't we just drawing from a normal distribution at each step?
[ 1459.00s ->  1461.72s] Isn't that effectively what Brownian motion is?
[ 1461.72s ->  1468.28s] Well, no, because at each step here, the distribution we're drawing from is effectively fixed.
[ 1468.28s ->  1475.32s] If we come on down here and we look at an animation of Brownian motion, what you'll find is the normal
[ 1475.32s ->  1483.24s] distribution defining the distribution at each step is going to flatten over time.
[ 1483.80s ->  1485.80s] And what does that actually mean?
[ 1485.80s ->  1492.84s] Well, as time continues to progress, the distribution becomes more and more uncertain,
[ 1492.84s ->  1498.92s] more and more spread out. And that's exactly what you would expect to occur in reality,
[ 1498.92s ->  1504.84s] right? If we were to extend time, let's say going out a year, two, three years,
[ 1504.84s ->  1509.80s] we don't know where the process is going to be. So we want to model that uncertainty. And that's
[ 1509.80s ->  1517.16s] exactly what Brownian motion captures, but the distribution in the cross section is still normal.
[ 1517.16s ->  1523.72s] We still have precisely what that distribution is. So notice here all the way at the end of this
[ 1523.72s ->  1531.24s] process, the tails go from 60 to negative 60. If I replay this animation, it starts at 20 and
[ 1531.24s ->  1540.36s] negative 20. That is perfectly showcasing how the variance of the process is going to continue to
[ 1540.36s ->  1549.96s] increase as the time step becomes larger. That is what it means to be Brownian motion that comes
[ 1549.96s ->  1558.20s] directly from this definition. You can see here, we can achieve this distribution at time. In this case,
[ 1558.20s ->  1564.28s] all the way at the end time cap T, we observe that we can either look at all of the increments
[ 1564.28s ->  1572.04s] in the process, or we can just look at the increment from zero all the way to the end of the process.
[ 1572.04s ->  1579.72s] We get the same distribution. So really what I'm saying here is we don't need to simulate the entire
[ 1579.72s ->  1587.24s] sample path to understand the distribution all the way at the end here. That is a critical idea. This is
[ 1587.24s ->  1594.60s] not the case for certain stochastic processes. In this case, thanks to independent increments,
[ 1594.60s ->  1599.96s] we can just look at that increment from zero all the way to the end of the process and observe this
[ 1599.96s ->  1608.28s] theoretical distribution. But sometimes we can't do that. Sometimes we don't have that theoretical
[ 1608.28s ->  1614.84s] distribution analytically, and we have to simulate paths. Then if we simulate enough paths, we will observe
[ 1614.84s ->  1621.64s] convergence, just as we saw in this example here for the stochastic process, just as we saw here in
[ 1621.64s ->  1628.20s] this convergence to a normal distribution, we will find convergence to that terminal distribution, which
[ 1628.20s ->  1636.52s] is what we need if we are to price financial instruments. We need to effectively model that
[ 1636.52s ->  1643.48s] theoretical distribution at the terminal time capital T. Further illustrating this idea, we can visualize
[ 1643.48s ->  1649.32s] the empirical and theoretical cross section of a series of Brownian motion paths. That's exactly
[ 1649.32s ->  1654.76s] what I have here in this animation. I'm simulating a whole bunch of Brownian motion paths. And on the
[ 1654.76s ->  1660.36s] right, I'm observing the theoretical distribution and the empirical distribution. And thanks to the law of
[ 1660.36s ->  1665.72s] large numbers, they will certainly converge. And that is precisely what we see here. So you can see I
[ 1665.72s ->  1672.20s] simulated a whole bunch of sample paths and I got this green empirical distribution. But because we're
[ 1672.20s ->  1679.16s] dealing with Brownian motion, we know what the terminal distribution is outright. That converges
[ 1679.16s ->  1685.96s] by the law of large numbers. It doesn't converge by accident. This is crucial to understand. And I keep
[ 1685.96s ->  1692.36s] reiterating it to make the point that sometimes, depending on the stochastic process we're dealing with,
[ 1692.36s ->  1699.56s] we actually need to simulate sample paths to approximate the theoretical distribution. Sometimes we don't know
[ 1699.56s ->  1706.36s] what this purple line is. And the only way to retrieve a reasonable approximation is through simulation.
[ 1706.36s ->  1711.64s] That is going to depend on the process you're simulating. If you're dealing with a fractional Brownian motion,
[ 1711.64s ->  1720.52s] for example, you need the entire memory of the path to get the appropriate draw at time capital T.
[ 1720.52s ->  1726.76s] There's no way around it. That's how that process is defined. Here, we have stationary increments implying a
[ 1726.76s ->  1733.56s] Markovian structure. That is precisely why we have this terminal distribution. And again,
[ 1733.56s ->  1739.40s] everything converges in either case, whether we have memory or no memory in the path,
[ 1739.40s ->  1745.64s] thanks to the law of large numbers. That's the theory. What about practice? How do we bridge this gap?
[ 1745.64s ->  1751.08s] Well, one of the first applications of Brownian motion in finance was by the father of quantitative
[ 1751.08s ->  1757.80s] finance, but actually a 1900 in his dissertation using an arithmetic Brownian motion to price options.
[ 1757.80s ->  1764.52s] What we have here is the payoff of a European call option. This is known at some time in the future.
[ 1764.52s ->  1769.96s] If you tell me what the stock price is going to be, I'll tell you how much that option contract is
[ 1769.96s ->  1777.24s] worth, what the payout of that contract is going to be. But we don't know what the stock price is going
[ 1777.24s ->  1783.88s] to be in the future. In any case, we need to pay for that contract today. We need to come up with some
[ 1783.88s ->  1792.20s] model for the uncertainty of the stock price itself. And this is where we can apply Brownian motion.
[ 1792.20s ->  1798.84s] If we look at this idea of an arithmetic Brownian motion, we're defining a stock price in terms of some
[ 1798.84s ->  1808.44s] sort of drift that is the overall trend over time and shocks to that drift defined by Brownian motion.
[ 1808.44s ->  1817.16s] And we know what about Brownian motion? We know the distribution at every step of the sample path,
[ 1817.16s ->  1824.60s] thanks to the independent increments. This is just an affine transformation. That means we know every single
[ 1824.60s ->  1832.44s] step in the arithmetic Brownian motion sample path is going to follow a normal distribution with a
[ 1832.44s ->  1841.32s] shifted mean and a scaled variance. What we're observing here now is the stock price process. It is a model
[ 1841.32s ->  1849.32s] powered by Brownian motion. And at this terminal time, capital T, we see the theoretical distribution, and we
[ 1849.32s ->  1855.08s] know that outright, thanks to this idea of an independent increment. It's just a transformation
[ 1855.08s ->  1861.64s] of the increment, which means it's also going to follow a normal distribution. And we see the empirical
[ 1861.64s ->  1867.40s] distribution, if we were to sample a whole bunch of stock price paths, it will converge to that
[ 1867.40s ->  1873.80s] theoretical distribution, not by accident, thanks to the law of large numbers. Just as above, we can
[ 1873.80s ->  1881.08s] observe that convergence of the empirical increment to the theoretical one, not just for Brownian motion,
[ 1881.08s ->  1887.24s] but also for this arithmetic Brownian motion. That's exactly what you see here. And that's how we can also
[ 1887.24s ->  1895.40s] go about pricing these European option contracts. Remember earlier, I said, we're dealing with a random
[ 1895.40s ->  1901.72s] variable. The best guess that we can produce is what the expectation. Well, what's the stochastic process?
[ 1901.72s ->  1909.72s] It's a collection of random variables. It is a distribution at some particular index. And if we
[ 1909.72s ->  1918.68s] look at this call option, its value is dictated by the stock price at what time capital T. Well, what is,
[ 1919.40s ->  1926.28s] what is the stock price at time capital T? Nobody knows. It's a random variable. It's a distribution.
[ 1926.28s ->  1932.68s] Okay. So how do we go about producing a price for this contract then? Well, let's just take the
[ 1932.68s ->  1941.48s] expectation of the payoff as a function of this random variable. And that is exactly how we produce
[ 1941.48s ->  1950.04s] the price of this option contract underneath the dynamics of any stock price process. Now, in this case,
[ 1950.04s ->  1956.12s] we're dealing with an arithmetic Brownian motion. And I could go about trying to solve this integral
[ 1956.12s ->  1961.64s] analytically. Very rarely when you're dealing with these pricing functionals, will you have an
[ 1961.64s ->  1968.20s] analytical solution? Sometimes you will. Black-Scholes, you do. Heston, quasi-closed form thanks to FFT.
[ 1968.84s ->  1977.96s] But we can also just simulate the price thanks to, again, the law of large numbers. And that's exactly what
