[    0.46s ->     6.95s] The following is a quantitative research talk that I gave to the University of California,
[  337.54s ->   342.90s] you can execute on, right? This is really empirical work that we are dealing with. Now,
[  342.90s ->   348.74s] there's, of course, going to be a component of theory to it, to ensure that you can kind of cross
[  348.74s ->   355.30s] between the lab and practice, so to speak, you know, going from going from more of an academic space
[  355.30s ->   361.06s] to a practitioner space. So there is some theory there, but not as much as I had a preference for.
[  361.06s ->   367.70s] So I always took this focus on equities and equity derivatives in the context of quant research,
[  367.70s ->   375.62s] quant trading. Now, that was the empirical prong, but what about the theoretical prong? My personal
[  375.62s ->   384.74s] preference, right? Derivatives pricing. There is a ton of theory involved, and that is what I had
[  384.74s ->   391.70s] a preference for studying stochastic processes, studying pricing theory, specifically equity
[  391.70s ->   399.70s] options, extrapolating exotic prices. This is where all of my interest pretty much still lies.
[  400.26s ->   405.06s] In terms of this two-pronged approach, I still have a very strong preference towards
[  405.06s ->   411.54s] this theoretical work. It's what I prefer to wrestle with all day. And the nice thing about this
[  411.54s ->   417.62s] theoretical work is there's even space for machine learning and artificial intelligence in current
[  417.62s ->   424.98s] streams of literature. So I really like taking this two-pronged approach because it enables me to
[  424.98s ->   433.22s] pursue opportunities that I'm particularly suited for. And it gives me a little more versatility in
[  433.22s ->   439.14s] my approach when it comes to things like the job market or different projects that I'll operate on in
[  439.14s ->   446.82s] a contract capacity. That was my approach. Now, in terms of the roles that I was looking at,
[  446.82s ->   453.30s] I was looking specifically in QR and QT, right? These are quant research, quant trading roles.
[  454.34s ->   460.50s] And I never really was particularly suited to quant dev. That kind of just took the computer
[  460.50s ->   465.62s] science a little too far than I was interested in. I never really had an interest in developing low
[  465.62s ->   473.70s] latency systems. I have experience with C, C++, Java. So I'm aware of how these systems operate,
[  473.70s ->   479.46s] how they're built, the different design patterns, so on and so forth. But that's not what I wanted to
[  479.46s ->   485.94s] spend all of my time on. And that's a really important distinction is figuring out what it is
[  485.94s ->   491.46s] you're going to be spending your whole day on. You want to be enjoying the work, right? And that's
[  491.46s ->   498.42s] that's something that I wish that I focused on more earlier as a student, because I think I would
[  498.42s ->   504.26s] have kind of ping-ponged around less and I would have focused more on this two-pronged approach.
[  504.98s ->   511.14s] So I would certainly encourage you as a student, if you're looking to get involved in this space,
[  511.14s ->   517.22s] you know, you're already a part of the quant trading club here. That's a fantastic start. Continue to
[  517.22s ->   523.46s] assess your compatibility for different roles in the space and then look to start to position yourself
[  523.46s ->   528.98s] for these different roles. Maybe you start writing. Maybe you start a blog and you start talking about
[  528.98s ->   535.22s] quant research. Maybe you start talking about pricing theory. Who knows? That'll depend on your
[  535.22s ->   542.02s] interest. But that is my advice when it comes to getting started navigating the quant space. And this is
[  542.02s ->   548.66s] certainly a rabbit hole. We could dive down and talk about this for hours at end, how to go about
[  548.66s ->   554.58s] structuring this optimally, but I will digress for now. But I think this is a great place to begin the
[  554.58s ->   562.34s] talk because this kind of shows you where we're working in. This shows you context for the research
[  562.34s ->   571.30s] project that I built in an academic capacity. So this talk specifically is focusing on a project in this
[  571.30s ->   578.02s] space and the quant research trading space, but from an academic perspective. So research in an academic
[  578.02s ->   585.06s] and industrial setting are somewhat equivalent, but their outcomes certainly vary. Roughly, you can
[  585.06s ->   592.74s] think of this as pursuing some sort of open source publication versus some sort of for-profit
[  592.74s ->   599.62s] implementation. And this will largely depend on your firm and the types of problems that you're working on.
[  599.62s ->   608.42s] So let's talk about this difference between academic and industrial research. We're focusing on this idea
[  608.42s ->   614.98s] of quant research, quant trading, and we're going to talk about my academic paper here, how many words is
[  614.98s ->   626.23s] a picture worth using emojis from social media to predict future stock returns. Now, I very much dislike
[  626.23s ->   633.59s] the word predict because I think it sends the wrong signal to especially students who are first getting
[  633.59s ->   643.33s] involved in this space that these returns are in fact predictable. I want to, and if it's beating a
[  643.33s ->   648.45s] dead horse, fantastic. That means the point was delivered. I want to overemphasize that there is no
[  648.45s ->   654.45s] prediction in this space. There's no such thing as predicting a future return. There's no such thing as
[  654.45s ->   661.09s] predicting a price path. Effectively, everything is uncertain, and we typically model it in terms
[  661.09s ->   667.41s] of randomness to model that uncertainty. And when you're making trading decisions, whether it's in
[  667.41s ->   673.57s] this context in a quantitative trading capacity or as a discretionary trader, you can frame this as a
[  673.57s ->   681.09s] market maker. The list goes on. You're assigning likelihoods to different outcomes, and you're executing
[  681.09s ->   686.61s] trades based on those likelihoods, and that's how you continue to accumulate wealth. We're not going
[  686.61s ->   693.81s] to take our entire portfolio and bet it on black, and then, oh, if we hit, great. And if we don't,
[  693.81s ->   699.57s] we're out of money, and now we need to raise more capital. It doesn't work like that. So I don't like
[  699.57s ->   704.21s] the word predict for that reason. I want you to think in terms of prediction here, think about
[  704.21s ->   711.49s] explainability. It's able to produce some facet of explainability in the cross-section. It is
[  711.49s ->   718.21s] essentially coming up with a very valid way to assess the likelihood of different moves in a
[  718.21s ->   723.97s] forward-looking sense. And that's really what I want to emphasize here in the context of prediction.
[  723.97s ->   731.33s] All right. So what's the difference between academic and industrial, private, whatever research,
[  731.33s ->   739.06s] right? Well, academic research, I'll focus on a few components, all right? First, if you're trying
[  739.06s ->   747.94s] to answer a research question, it is difficult to get data. And what I mean by difficult is, and we'll
[  747.94s ->   754.10s] see later on in the context of this paper, the question that you're trying to answer may or may
[  754.10s ->   761.38s] not have valid data sources available. In this sense, right, with this particular paper, what would
[  761.38s ->   768.02s] I need to answer this research question? Well, I'm going to need data from social media. How do I go
[  768.02s ->   774.34s] about getting it? Institutions certainly have data sources, but I'm going to have to pay for those
[  774.34s ->   778.90s] data sources. They're not available for free. Now, sometimes institutions will actually have
[  778.90s ->   785.22s] academic access, and you'll be able to build those engines to manage those data pipelines yourself.
[  785.22s ->   789.46s] We'll talk about this in a moment, but even still, if you have to build that entire pipeline yourself,
[  789.46s ->   797.86s] that is certainly going to be a large project. It's a big effort, so difficult to get data, all right?
[  797.86s ->   805.46s] That's what I want to emphasize here. You could spend months building an engine to query all this data
[  805.46s ->   811.94s] to try to answer a question, and then you don't get any result. Now you got to pivot. Maybe there is no
[  811.94s ->   817.43s] result there at all, and now you're scrapping the whole project. And this happens a lot in the space.
[  817.43s ->   823.03s] In the context of academic research, a PhD is typically necessary for tenored positions.
[  823.59s ->   830.71s] If you want to pursue a career in academia, you certainly need a PhD, and that is a dedication
[  830.71s ->   835.67s] in itself. You have to know that that's where you want to be, all right? And of course, all of your
[  835.67s ->   841.57s] contributions are typically open source. Now, there is some industrial collaboration. You can consult
[  841.57s ->   849.49s] privately, and yeah, you have a lot of flexibility as an academic once you get there, but the pursuit
[  849.49s ->   857.81s] of that goal, academic research, that has to be your trajectory, okay? There, of course, is a publisher
[  857.81s ->   864.85s] parish culture in some sense, but again, I'll digress from this so we can talk about industrial research.
[  864.85s ->   871.33s] Now, in the industrial research sense, private research, it is easier to get data. And when I say
[  871.33s ->   876.93s] easier, what I mean is if you're at a big institution, maybe they're a fintech company, a data provider,
[  876.93s ->   884.29s] maybe they're some sort of bank or hedge fund, very likely they will have a lot of data. They will have
[  884.29s ->   890.85s] access to a lot of data, and you as a researcher will be able to ask and answer interesting questions
[  890.85s ->   897.73s] with a call of an internal API. That is awesome. That is awesome. You don't have to spend
[  897.73s ->   905.27s] an incredible amount of time building that data processing engine, that data querying engine,
[  905.27s ->   913.22s] and you can just continue to iterate, continue to ask more research questions. So in that sense,
[  913.22s ->   920.50s] yeah, research is going to be faster in the industry, right? Moreover, a PhD is not necessary for
[  920.50s ->   927.38s] these roles, all right? When I got my first QR role, it was without a master's degree, okay?
[  928.50s ->   934.98s] Moreover, in this context, it's not usually open source, your contributions, right? Mostly they're
[  934.98s ->   941.30s] going to be internal. Sometimes there's collaboration with academics, sure, right? You see that at tech
[  941.30s ->   947.62s] companies. Maybe you see that in some sort of like pure research capacity. You're trying to make an
[  947.62s ->   954.82s] algorithm more efficient, things like that. But in terms of trading and research, yeah, that's going
[  954.82s ->   961.86s] to be, it's going to be proprietary, right? I have a remark slash opinion at the bottom of this slide,
[  961.86s ->   969.46s] and I try to separate as best I can the difference between fact and opinion for everyone that listens to
[  969.46s ->   978.18s] any of my content. And my remarks slash opinion is, do not get a PhD because you want to go into
[  978.18s ->   984.58s] quant research, and it's going to be, you know, arbitrarily easier to do that. You should get a
[  984.58s ->   990.42s] PhD for the same reason that you should get a graduate degree, because you really, really love
[  990.42s ->   998.42s] what you're going to learn, and you want to study it in that capacity. That is my best piece of
[  998.42s ->  1006.18s] subjective advice for you. Pursue a PhD or a graduate degree because you have a passion for this subject,
[ 1006.74s ->  1013.86s] okay? Passion does not equal want to make lots of money, right? Those two things are not equal. Otherwise,
[ 1013.86s ->  1021.46s] I promise those five years, five plus years will be quite, quite difficult, all right? So fair enough.
[ 1023.68s ->  1027.92s] Knowing this is the difference between academic and industrial research, right? We're going to focus
[ 1027.92s ->  1035.60s] on this academic research component. That is the capacity this project was created in. So there's
[ 1035.60s ->  1043.28s] really no notion in an academic sense of qualitative research when it comes to finance. Even if you
[ 1043.28s ->  1049.76s] don't get a PhD in math, computer science, statistics, some sort of quantitative, you know,
[ 1049.76s ->  1056.24s] purely quantitative field, you're going to be operating in a quant capacity anyway, if you get
[ 1056.24s ->  1062.24s] it in some sort of like more qualitative, and I use that very loosely, qualitative field like finance or
[ 1062.24s ->  1068.40s] economics, you are going to be running regressions. You are going to be trying to tease out causality.
[ 1068.40s ->  1074.88s] I promise there is no such thing as a PhD program in finance where you don't touch Python,
[ 1075.36s ->  1081.60s] SAS, any form of linear regression, fuzzy regressions with different discontinuities to try to tease out
[ 1081.60s ->  1088.59s] causality, so on and so forth. Every single type of PhD in the academic space at this point is going to
[ 1088.59s ->  1094.67s] involve some quant work, all right? And, you know, here I say, yeah, I suppose there certainly are
[ 1094.67s ->  1106.66s] varying degrees of quant, but again, I'll digress. All right, this brings us to the academic research
[ 1106.66s ->  1113.86s] questions for this particular project. Academic research questions about emojis. So when I was
[ 1113.86s ->  1121.46s] working in industry, I found I was working specifically with social feeds, news, social text,
[ 1121.46s ->  1126.18s] text. And, you know, one of the things that I observed, and, you know, I'm sure many of you
[ 1126.18s ->  1134.18s] may have observed as well, is the meaning of words and, you know, words in the linguistic sense,
[ 1134.18s ->  1139.54s] sense, computational linguistics, if you're studying language processing, they're called tokens.
[ 1140.58s ->  1147.54s] So these tokens tend to change meaning over time. You know, I have an example here to the moon,
[ 1147.54s ->  1156.10s] rocket ship, a moon emoji. And we know now, right, in terms of like, you know, a crypto finance bro,
[ 1156.10s ->  1160.34s] whatever, you know, we're just saying, all right, let's watch this stock go up, or we're calling for
[ 1160.34s ->  1169.94s] it to go up. And, you know, that's great. But what about 10, 15 years ago? What did to the moon mean?
[ 1169.94s ->  1177.06s] Did it mean anything at all? In the context of finance? No, likely not, right? So very quickly,
[ 1177.06s ->  1184.18s] we see that the velocity of language is, it's certainly faster in the context of social media,
[ 1184.18s ->  1193.30s] for sure. But even still, right? While this language changes over time, we can ask some very
[ 1193.30s ->  1199.86s] interesting and important questions. So the first one here is, does the meaning of words or tokens
[ 1199.86s ->  1206.35s] change over time? Well, as I gave this example with emojis, yeah, it's not a novel idea, right? Language
[ 1206.35s ->  1209.95s] velocity is well studied. If you talk to a linguist, then they're going to be like, yeah,
[ 1210.27s ->  1214.27s] you know, old English is very different. Look at Shakespearean English, right? You go way back,
[ 1214.27s ->  1219.43s] and I'm not a linguist by any means. I just have a preference for studying language processing,
[ 1219.43s ->  1223.85s] right? But you talk to a linguist, they'll be like, yeah, you know, look, this stuff changes over time
[ 1223.85s ->  1229.71s] very clearly, right? They'll probably largely agree with you that the velocity of language changing over
[ 1229.71s ->  1236.27s] time has increased with with things like social media, slang, different slang comes in and out of
[ 1236.27s ->  1242.49s] use, so on and so forth. So the first question that I had was, does the meaning of, of these words,
[ 1242.49s ->  1250.24s] tokens change over time? All right. A more important idea, right? Is there any way to capture that
[ 1250.24s ->  1256.70s] meaning at a specific point in time? Now, this isn't necessarily novel in the linguistic sense,
[ 1256.70s ->  1262.44s] but it's certainly relevant for a back test, right? Because I just told you 10, 15 years ago to the
[ 1262.44s ->  1269.05s] moon didn't mean anything, right? We're talking about going to outer space, right? This is no finance
[ 1269.05s ->  1276.33s] context at all. So is there a way to capture this meaning at a specific point in time? More importantly,
[ 1276.33s ->  1284.97s] can we capture it as it changes through time? This idea of sort of a mean process changing over time
[ 1284.97s ->  1293.05s] is paramount to quantitative finance. Every model that you build is going to suffer from the reality
[ 1293.05s ->  1301.85s] of non-stationarity. Every single model, that is a very, very difficult problem to deal with.
[ 1301.99s ->  1307.95s] In practice, you can try to model these, this non-stationary, non-stationarity with exogenous
[ 1307.95s ->  1315.23s] factors. You can try to incorporate some sort of regime changing models, some sort of, of mean
[ 1315.23s ->  1321.83s] process that changes over time. But even, even with those models, it's not a trivial problem. It's a
[ 1321.83s ->  1329.35s] very, very difficult problem to deal with in practice. Okay. So if there is a way of capturing
[ 1329.35s ->  1336.37s] this meaning at a specific point in time, can we apply this methodology to emojis? I don't see why not,
[ 1336.37s ->  1342.73s] right? If emojis are just another token, another word, then why can't we apply this point in time,
[ 1343.69s ->  1350.31s] this point in time measure of meaning for a word to the emoji tokens themselves?
[ 1350.79s ->  1359.73s] Now, several models do this, but none in a time varying capacity. So out of the box, if we just look at
[ 1359.73s ->  1366.69s] different models to model language, yeah, they handle emojis and this is well documented. There's
[ 1366.69s ->  1371.65s] plenty out of the box that do this, but again, this time varying component, that's what we're,
[ 1371.65s ->  1378.55s] we're interested in. Now, this is probably the most important question. Do emojis offer unique
[ 1378.55s ->  1386.01s] information? Unique information, incremental information in cross-sectional return prediction.
[ 1386.01s ->  1390.81s] You all know how I feel about the word prediction, but I'm going to use it here. All right. Now we're
[ 1390.81s ->  1395.59s] really getting somewhere in terms of a novel research question. So hopefully this is making
[ 1395.59s ->  1402.01s] sense. The series of questions that kind of built to this, this big ask, right? Everything may be
[ 1402.01s ->  1406.49s] well-defined, well-studied, but you know, you start to put all of these pieces together. You start to
[ 1406.49s ->  1411.89s] approach the frontier of knowledge and maybe you're making a very tiny dent in what is well-documented,
[ 1411.89s ->  1417.03s] what is well-known. And then that's from more of an academic perspective. Then you can see if you can
[ 1417.03s ->  1423.02s] profit from it in the, you know, in the industrial setting. All right. So now we're asking this
[ 1423.02s ->  1429.50s] question, do emojis offer unique information in cross-sectional return prediction? How do we answer
[ 1429.50s ->  1435.92s] these questions? What does quant research look like? Everyone wants to be a quant researcher. Everyone
[ 1435.92s ->  1442.20s] wants to be a quant trader. You're a scientist. You are answering questions. That is effectively what
[ 1442.20s ->  1449.50s] you're doing. You're trying to expand knowledge. All right. Here is a process map of this academic
[ 1449.50s ->  1455.30s] research process. I could walk through an entire, you know, slide deck of the scientific method,
[ 1455.54s ->  1462.14s] applying it, you know, appropriately, so on and so forth. But here we're just going to focus on
[ 1462.14s ->  1470.30s] three critical stages, data acquisition, data science, and then data analysis. All right.
[ 1470.30s ->  1479.07s] This is really where you can start to see if you're suited for a role in research, because I've always
[ 1479.07s ->  1487.51s] been very suited to empirical work. I can prototype quickly. I can implement APIs quickly and believe it
[ 1487.51s ->  1494.89s] or not, I wrote all this code without AI. This was before Chack GPT. I didn't have, I didn't have
[ 1494.89s ->  1501.19s] co-pilot. I didn't have Gemini. I didn't have cursor. This was, this was a, a heinous landscape
[ 1501.19s ->  1506.39s] before this, these AI development tools were around. I mean, this was all written from Stack
[ 1506.39s ->  1511.33s] Overflow. You know, this was, this was hard work. So the, the times have certainly changed and your
[ 1511.33s ->  1515.89s] ability to, you know, produce new research and the speed in which you can iterate has certainly
[ 1515.89s ->  1520.91s] changed. But, you know, effectively, I want to outline these three stages of the research process.
[ 1520.91s ->  1527.99s] So as I said, I was suited for this work. I'm a very strong empiricist. So this is where I spend
[ 1527.99s ->  1536.66s] most of my time. Data acquisition. How do we get data? Academic access, institutional access,
[ 1537.66s ->  1544.46s] query it yourself. That would be a project. All right. After data acquisition, data science.
[ 1544.46s ->  1554.24s] How do we model the data? Cleaning and pre-processing, sentiment modeling, feature engineering.
[ 1555.24s ->  1561.62s] You know, I find a lot of times when students take, and really, I think it's a shame when students
[ 1561.62s ->  1571.44s] take linear algebra, differential equations, they don't immediately see how crucial those skills
[ 1571.44s ->  1579.38s] are. When it comes to even a process pipeline like this, to, to produce effective research
[ 1579.38s ->  1587.22s] in this stage of sentiment modeling, feature engineering, you have to be capable in the sense
[ 1587.22s ->  1593.92s] of, of, you know, computing a, a principal component analysis. What are you doing? Right? How does that
[ 1593.92s ->  1599.24s] actually function? What, what do I do? I'm not just throwing different tools from my toolbox at these
[ 1599.24s ->  1604.02s] different problems. I need to understand theoretically what's going on. What does the spectral decomposition
[ 1604.02s ->  1611.56s] look like? Is there a gradual decay? Is there a rapid decay? These things matter because they impact
[ 1611.56s ->  1618.70s] the results downstream. If you don't understand theoretically what's going on, then how on earth
[ 1618.70s ->  1626.52s] is your analysis step going to be sound? If upstream, you were just like, yeah, I think I threw PCA at the
[ 1626.52s ->  1631.38s] problem. Then I threw ICA at the problem. And then I was like, oh, really, I should normalize it. So I
[ 1631.38s ->  1636.44s] threw a normalizer at it. Like we, we can't operate like that, right? We need to understand the theoretical
[ 1636.44s ->  1642.56s] basis for our decision-making, what assumptions go in to each step along the way, and how those
[ 1642.56s ->  1649.20s] assumptions could be violated in practice, and how that impacts our overall analysis step. It's critical
[ 1649.20s ->  1657.74s] to producing valid research, right? In an academic sense, yeah, you could e-mine your way to a
[ 1657.74s ->  1662.72s] publication. Maybe it's extremely difficult to corroborate. You have a proprietary data set.
[ 1662.80s ->  1668.42s] Fantastic. But you can't profit off of that, right? You can't trade with that information.
[ 1669.20s ->  1673.16s] It's food for thought, things to think about. So once you move past this data science step,
[ 1673.16s ->  1678.10s] you acknowledge, okay, a lot goes into it. You need to be a very high-level programmer,
[ 1678.50s ->  1683.64s] a very high-level mathematician, statistician, to understand the implementation of all of these
[ 1683.64s ->  1689.82s] tools in your toolbox, how they work together. Now you can effectively put together a data set
[ 1689.82s ->  1697.82s] for analysis. This is where you do regressions. You do back tests. You look at things like stability
[ 1697.82s ->  1708.36s] in a forward-looking sense, all right? 95% of the time is spent on data acquisition and data
[ 1708.36s ->  1715.80s] science. You must enjoy this part of the work, all right? The fun part is the data analysis part.
[ 1715.90s ->  1720.04s] Everyone wants to do the back test. I want to do the back test. I don't want to do the data
[ 1720.04s ->  1725.42s] acquisition work. I don't want to do the data science work, right? Now, I've always fortunately
[ 1725.42s ->  1732.54s] enjoyed that component of it. As an empiricist, I really appreciated the math. Theoretically,
[ 1732.64s ->  1738.34s] how it was applied in practice, I didn't mind spending 95% of the time on the data acquisition,
[ 1738.88s ->  1746.30s] on the data science. But if you do, then really you need to start to pivot. Think about different
[ 1746.30s ->  1751.20s] roles in the space. If you don't want to operate in this capacity, maybe you're more suited to be a
[ 1751.20s ->  1756.48s] risk taker, more in the trading space itself. Maybe you're more suited to be a developer,
[ 1757.04s ->  1764.97s] focusing on low latency programming, so on and so forth, right? Now, I will say, depending on the firm
[ 1764.97s ->  1771.39s] that you work at, it will dictate whether or not you get to iterate very quickly on research ideas,
[ 1771.39s ->  1777.19s] or if you have to spend time on the data acquisition and data science step. That's a very
[ 1777.19s ->  1781.55s] important distinction, right? Because some firms, you're going to have to do that all yourself.
[ 1781.85s ->  1786.89s] You'll acquire the data from some sort of internal data API call. Maybe it exists in some sort of lake,
[ 1786.99s ->  1792.23s] whatever. And then you do all the data science yourself, and then you produce the results yourself.
[ 1792.53s ->  1799.93s] You wear a lot of hats in that sense. Sometimes there are teams of PhDs, some of the smartest dudes
[ 1799.93s ->  1806.45s] and smartest ladies in the world who are maintaining those components of the pipeline.
[ 1806.93s ->  1812.67s] They're working on this data science or working on this data acquisition, and then they're supporting
[ 1812.67s ->  1817.99s] that as an internal product. And then researchers go about producing data analysis so they can continue
[ 1817.99s ->  1823.99s] to iterate very quickly. And that makes sense, right? Because everybody is essentially optimally
[ 1823.99s ->  1829.27s] performing in a parallel capacity, right? So it depends on the firm you work at. It depends on the size
[ 1829.27s ->  1835.77s] of the firm you work at, and so on and so forth there. All right? So this is the process map
[ 1835.77s ->  1844.50s] for academic research. Let's walk through this research process where we actually deliver a result
[ 1844.50s ->  1852.80s] in the context of my academic paper. So this process is to answer these questions. Does the meaning of
[ 1852.80s ->  1859.44s] words change over time? Is there a way to capture the meaning at a specific point in time? Can we apply
[ 1859.44s ->  1866.82s] this methodology to emojis? And do emojis offer unique information in cross-sectional return
[ 1866.82s ->  1885.66s] prediction? Step one, data acquisition. All right? We need to figure out what data we need to answer this
[ 1885.66s ->  1890.99s] question. This is not something that anybody is just going to sit there and tell you, right? You have to
[ 1890.99s ->  1897.57s] figure this out. This is research, right? You collaborate with others. Maybe you should use, you know, this
[ 1897.57s ->  1901.37s] type of data. Maybe you need this. Maybe you need this. Here's what other people have done before.
[ 1901.81s ->  1906.95s] This is where a literature review comes in handy. What has been done? Don't reinvent the wheel.
[ 1907.59s ->  1913.05s] That stuff is all open source. Hop on Google Scholar. If you have a question, go on Google Scholar,
[ 1913.19s ->  1918.09s] type it in, see what papers may go about answering it. It's not going to answer it directly, right?
[ 1918.09s ->  1927.51s] If you're like, okay, maybe CEO facial expressions have some sort of return predictability, right? You're
[ 1927.51s ->  1932.71s] not just going to go on Google Scholar and see a paper, oh, CEO facial, it doesn't work quite like
[ 1932.71s ->  1937.43s] that, right? You actually have to conduct the literature review yourself. See what has been
[ 1937.43s ->  1943.41s] done in that space so you can continue to extend results. You don't necessarily have to reinvent the
[ 1943.41s ->  1950.99s] wheel, right? So that's going to help you in determining what data you actually need to answer
[ 1950.99s ->  1956.83s] these questions. Data required, all right? So what do we acquire for this particular project? Well,
[ 1956.97s ->  1964.16s] we need an equity universe. We can't just pick whatever stocks we want. That doesn't make any
[ 1964.16s ->  1969.68s] sense. Well, I'm going to pick NVIDIA because I like NVIDIA. I'll pick Apple. I'll pick Amazon. No,
[ 1969.68s ->  1977.28s] I need an equity universe, all right? So am I using the S&P 500? Am I using the Russell 3000?
[ 1978.06s ->  1984.60s] What am I going to choose? What am I going to choose these stocks from to analyze return
[ 1984.60s ->  1993.64s] predictability in the cross-section, okay? I need pricing data. I need high-quality pricing data.
[ 1994.06s ->  1998.86s] Where do I get this from? I can't just go on Yahoo Finance and get returns from Yahoo Finance.
[ 1998.86s ->  2004.56s] Again, the quality of the data here is going to dictate whether or not downstream my results are
[ 2004.56s ->  2011.12s] even reasonably valid, right? I'm trying to control for a lot of measurement error along the way,
[ 2011.50s ->  2017.20s] right? I can't just induce error wherever I like or, you know, take kind of a shortcut. I need to ensure
[ 2017.20s ->  2023.50s] that every step of the way, I'm producing a high-quality result. So pricing data. I need high-quality
[ 2023.50s ->  2032.59s] pricing data. And probably the elephant in the room, social data. Where do I get this? Where do I get
[ 2032.59s ->  2042.99s] this social text data from? Tweets. Where do I get this from? All right? How I access this data will
[ 2042.99s ->  2049.39s] depend on the scope of your project. As I said, academic or institutional work. So fortunately,
[ 2049.39s ->  2057.68s] from an academic perspective, the equity universe and the pricing data, get out of town. That was easy.
[ 2058.42s ->  2066.02s] That was easy. My co-author had the Russell 3000 equity universe that's rebalanced every year in July.
[ 2066.46s ->  2072.84s] This is changing going forward. That's a big deal. It was rebalanced once a year. And then going forward,
[ 2072.88s ->  2079.52s] it's going to be twice a year. I'm not sure when the new changes is going to be made. But this is how
[ 2079.52s ->  2085.62s] it used to function. So it was every year. So I had a list every year to ensure that what? I didn't
