[    0.46s ->     6.88s] Hey guys, Roman here, quantitative researcher and trader, founder of QuantGuild. Today,
[  850.20s ->   858.78s] surface is not actually flat. Moreover, if we assume log normality in the underlying return process,
[  858.78s ->   865.42s] we are going to be grossly underestimating tail risk due to the excess kurtosis that we observe
[  865.42s ->   871.26s] in practice. That is the leptocurtic nature of return distribution, those fat tails. That's
[  871.26s ->   877.58s] because distributions aren't actually fixed. They are time variant. They change over time. The
[  877.58s ->   884.32s] likelihood and probability of severe moves on either side of the return distribution are grossly
[  884.32s ->   892.70s] underestimated by normality. This would lead Dupierre in 1994 to produce the local volatility model.
[  892.70s ->   900.52s] In his paper, pricing with a smile and the subsequent Dupierre equation that would allow us
[  900.52s ->   908.80s] in a very simplified way to extend the Black-Scholes model with a deterministic function of maturity and
[  908.80s ->   915.42s] strike to produce volatilities that are consistent with the liquid instruments that we observe in the
[  915.42s ->   920.80s] market. And that is, of course, going to be the purpose of this local volatility model,
[  920.80s ->   926.88s] this deterministic function. What we can do is calibrate it to our set of liquid instruments,
[  926.88s ->   934.18s] the observed implied volatilities, and then we can extrapolate prices by simulation and a variety of
[  934.18s ->   941.62s] other techniques. That is exactly what you see here. I calibrate a local volatility model to a set of
[  941.62s ->   949.50s] liquid instruments, and then I go about pricing an exotic option by simulating the underlying stock price
[  949.50s ->   955.34s] process, and then in expectation computing the payoff, bringing it back to the present via discounting,
[  955.48s ->   962.38s] and that will produce then my fair price for that instrument. Now, Bruno is actually the head of
[  962.38s ->   968.16s] quant research at Bloomberg, where I received my first quant research role. We attended the
[  968.16s ->   973.78s] Bachelier Conference together virtually. We worked on a variety of different interesting topics. He is a
[  973.78s ->   983.02s] brilliant mind, but also a spectacular guy. Big tennis fan. So, I have to include his work in this list.
[  983.02s ->   989.30s] With the broader market now aware of these dynamics and a variety of models being made available to
[  989.30s ->   995.36s] tackle these problems, that is, stochastic volatility models like a Heston, other types of models that
[  995.36s ->  1001.12s] capture dynamics like jumps, you have a jump diffusion model, Martin's jump diffusion model, so on and so
[ 1001.12s ->  1010.20s] forth, the question now becomes one of an efficiency to effectiveness trade-off. That is, you're always
[ 1010.20s ->  1016.94s] going to have the ability to add complexity to your model, but you're going to be sacrificing efficiency
[ 1016.94s ->  1023.90s] in some form, and the best models are going to be able to optimize both of those. But in this context,
[ 1023.90s ->  1030.12s] I have to highlight what is arguably my favorite work in the entire financial mathematics literature,
[ 1030.12s ->  1039.96s] car madden of 1999 and the option valuation process using the fast Fourier transform. If efficiency is a
[ 1039.96s ->  1044.64s] concern in one domain because we don't have an analytical solution, can we transform the problem
[ 1044.64s ->  1052.00s] into another domain where an analytical solution is available and then just transform it back into
[ 1052.00s ->  1059.80s] the domain of interest? This is exactly what car madden does. They take the option pricing
[ 1059.80s ->  1066.44s] function and they apply a fourier transform. And if the characteristic function of the underlying stock
[ 1066.44s ->  1075.88s] price process is known, which many times it is, we can just make that substitution, solve for the equation
[ 1075.88s ->  1083.48s] in that transform domain, and then bring it back into the original domain of interest to get the option
[ 1083.48s ->  1093.32s] prices. This is such a simple idea and it is overwhelming how incredible it is because
[ 1093.32s ->  1101.08s] this completely bypasses the necessity of simulation. And what I have here is just an animation that is
[ 1101.64s ->  1111.16s] just a very small testimonial to this efficiency gain. Instead of having to simulate the process
[ 1111.16s ->  1117.56s] and then simulate the process again and simulate the process again to try to calibrate the parameters
[ 1117.56s ->  1125.64s] of the model to liquid instruments, if we know the characteristic function, we can just solve it outright
[ 1125.64s ->  1131.64s] using a Fourier transform and an inverse Fourier transform, which is very, very fast. Effectively,
[ 1131.64s ->  1138.52s] it is the difference between solving for this risk-neutral conditional expectation or solving for this
[ 1138.52s ->  1145.00s] Fourier transform and inversion. It is a tremendous result. Here on the right, you are seeing a
[ 1145.00s ->  1151.88s] Heston volatility surface that is being constructed via this Fourier transform technique. And this
[ 1151.88s ->  1159.00s] efficiency gain tees up entire streams of literature that look to approximate pricing functionals with
[ 1159.00s ->  1165.56s] neural networks and so on and so forth to improve the efficiency gains of this type of calibration.
[ 1165.56s ->  1171.64s] This is by far probably my favorite paper of the financial mathematics literature, and it's just
[ 1171.64s ->  1177.00s] because of the the sheer simplicity of it. If you can't solve for it here, just transform,
[ 1177.00s ->  1183.48s] solve for it there, and then bring it back. An absolutely incredible paper and incredible result.
[ 1183.48s ->  1188.68s] Too long didn't watch. Here is your executive summary. In 1900, Bachelet would write his dissertation on the
[ 1188.68s ->  1195.64s] pricing of options contracts. But his genius would largely go unknown for decades until his work was
[ 1195.64s ->  1200.92s] rediscovered and he was accredited with being the father of financial mathematics. And we celebrate him
[ 1200.92s ->  1209.24s] now with the Bachelet Conference. Financial economists later on would then be wrestling with portfolio theory.
[ 1209.24s ->  1215.16s] Markowitz would found the study in the 50s and this notion that diversification was
[ 1215.16s ->  1222.04s] the only free lunch in economics. And Sharp extended his work by acknowledging that there was a skill
[ 1222.04s ->  1228.52s] to this thing. We can measure this idea of priced risk. In a perfect world, we have CAPM, but
[ 1228.52s ->  1235.40s] in the real world, we have inefficiencies. We have different facets of priced risk. This gave birth to
[ 1235.40s ->  1242.04s] factor models, three factor, five factor, Fama French, factor zoos, so on and so forth. Of course,
[ 1242.04s ->  1250.63s] this idea of beta and alpha. Black-Scholes would then go on to change the world with their portfolio
[ 1250.63s ->  1256.47s] replication argument. This would give us a measure of implied volatility, that is volatility in a
[ 1256.47s ->  1264.79s] forward-looking sense, but also a consistent way to generate prices that is in a complete market with
[ 1264.79s ->  1271.67s] one source of randomness. And Feynman-Cack from physics would later on confirm, unintentionally,
[ 1271.67s ->  1278.07s] that the price produced by the Black-Scholes model was the same price guaranteed by the fundamental
[ 1278.07s ->  1284.23s] theorem of asset pricing. Now, of course, the assumptions of the Black-Scholes model are
[ 1284.23s ->  1289.99s] not correct in the real world, but some assumptions are certainly more violent than others. And in 1987,
[ 1289.99s ->  1296.55s] the markets would feel the full effect of this new math when tail risk was grossly mispriced,
[ 1296.55s ->  1302.95s] which led to the pricing with A Smile Dupierre's local volatility model, the simplest extension to
[ 1302.95s ->  1310.15s] the Black-Scholes model that made volatility, the term itself, a function of strike and maturity.
[ 1310.15s ->  1316.15s] This would allow calibration to liquid instruments and the extrapolation of exotic prices in an internally
[ 1316.15s ->  1324.55s] consistent way. At this point in time, everybody was familiar with these dynamics, and the question
[ 1324.55s ->  1332.15s] turned into one of an efficiency to effectiveness trade-off. And a Quant Guild favorite, Karmaddon, found a way
[ 1332.15s ->  1340.07s] when the characteristic function is known explicitly for your underlying stock price process, that we can
[ 1340.07s ->  1345.35s] transform the pricing problem from one domain into another using a Fourier transform, solve it
[ 1345.35s ->  1350.87s] explicitly there, and then bring it back instantaneously producing prices. And this tees up
[ 1350.87s ->  1357.27s] an entire stream of literature producing efficient ways to calibrate these models from traditional
[ 1357.27s ->  1364.07s] financial mathematics to the observed volatilities that we see in the market for liquid instruments. And
[ 1364.07s ->  1371.27s] then we can use, of course, those models to extrapolate prices. Some future topics, technical videos and
[ 1371.27s ->  1378.71s] other discussions to look forward to. I would like to create this video on projects that made me a Quant,
[ 1379.43s ->  1385.35s] projects that went on my first ever resume when I was applying to Quant Jobs. If there is interest,
[ 1385.35s ->  1392.23s] a discussion on my first year as a Quant, getting back to more technical videos, this idea of the Kalman
[ 1392.23s ->  1399.75s] filter, non-Markovian models, Poisson processes, top three uses of different subjects like linear algebra,
[ 1399.75s ->  1406.15s] in Quant finance, maybe more formally talking about the idea of risk-neutral measures, rough path theory,
[ 1406.15s ->  1412.95s] SigVol models, calibration and pricing, certainly more advanced, more niche topics. If there is interest,
[ 1412.95s ->  1418.31s] certainly let me know in the comments below. And I have not forgotten about our Quant builds,
[ 1418.31s ->  1425.43s] some of my favorite videos to create. I have this idea of how to backtest a trading strategy with
[ 1425.43s ->  1431.75s] interactive brokers. We can kind of walk through the logic and discuss pitfalls where we tend to
[ 1431.75s ->  1438.55s] overfit in the ensemble sense or in the time series sense. I'll leave a link in the description below.
[ 1438.55s ->  1441.75s] If you'd like to get started with interactive brokers, I highly recommend them. I've been using
[ 1441.75s ->  1449.51s] them for over 10 years. If you can believe it, their API is incredible. And that's going to do it
[ 1449.51s ->  1455.67s] for this video on the five papers that built modern Quant finance. I hope you enjoyed. I hope you learned
[ 1455.67s ->  1459.59s] something. This video certainly took a tremendous effort to put together. So if you enjoyed it and
[ 1459.59s ->  1463.11s] you want to see more like it in the future, please like comment, subscribe, share. Again,
[ 1463.11s ->  1467.83s] it helps me out tremendously. It is always greatly appreciated. I'll leave a link in the description
[ 1467.83s ->  1473.11s] below. If you'd like to join our discord where you can connect with me and other quants in the quant guild
[ 1473.11s ->  1478.47s] community, check out quant guild.com to master your quantitative skills. Other than that,
[ 1478.47s ->  1483.75s] I want to thank you so much for watching and I will see you in the next video.
