[    1.34s ->     7.69s] Monte Carlo simulation and the Black Shoals model. How the heck are these connected? More
[  630.66s ->   636.38s] look at option pricing in a Black-Scholes framework. So, what we have here is this idea of analytical and
[  636.38s ->   641.18s] numerical expectation, right? The numerical expectation converges almost surely to the
[  641.18s ->   646.52s] theoretical analytical expectation, where the numerical expectation is just the Monte Carlo
[  646.52s ->   652.96s] simulated average, the Monte Carlo simulation. What we have here is an example using a geometric
[  652.96s ->   658.16s] distribution. So, what I've done here is I have taken the probability mass function for a geometric
[  658.16s ->   666.36s] distribution, and I've gone about solving for the theoretical expected value, 1 over p. In other words,
[  666.36s ->   674.18s] if it takes me, let's say the probability of success is one-half, then on average, that is the
[  674.18s ->   681.62s] expectation, it will take me 1 over 0.5 to see the first success, so two trials. And that makes sense,
[  681.70s ->   688.50s] right? If you have two trials and the probability of success is 50%, then you would expect to yield at
[  688.50s ->   696.20s] least one success on average out of those two trials. So, in the context of a game, what do we have here?
[  696.20s ->   703.20s] Well, we have a geometric random variable where we are going to roll a dice until we get the number 6.
[  703.80s ->   709.82s] So, we can apply this solution that we just derived here, this closed form solution for the expected
[  709.82s ->   716.76s] value, to this game where we just plug in 6, and we get 6 dice rolls is required on average to see
[  716.76s ->   724.04s] the first 6. Okay, and that's the analytical solution. The Monte Carlo simulation is going to
[  724.04s ->   728.64s] yield a very similar value, just as we saw above with the Bernoulli and exponential random variable
[  728.64s ->   733.64s] example. Here, what we're doing is we're drawing from that distribution. What I mean is we're going
[  733.64s ->   738.24s] to roll a dice, roll a dice, roll a dice, roll a dice until we see a 6. We're going to keep doing
[  738.24s ->   742.82s] that a whole bunch of times, and I'm going to record how many times it takes me to see a 6.
[  743.04s ->   749.40s] Maybe it'll take me 1 try, and I'll get super lucky. Maybe it'll take me 20. That's the whole point.
[  749.40s ->   753.36s] We're going to keep doing this simulation again and again and again, and then we're going to take
[  753.36s ->   759.60s] the average and see, on average, how many dice rolls are required to see that 6. We know the
[  759.60s ->   768.56s] analytical solution is 6. This is given by our formula derived here. But if we simulate it a
[  768.56s ->   773.54s] whole bunch of times, based on what we've shown here with the law of large numbers, we should see
[  773.54s ->   780.44s] that this value is very close to the theoretical value for a large number of simulations. And over time,
[  780.44s ->   785.60s] that will converge. And that's exactly what we have here. So if we start with a small number
[  785.60s ->   790.66s] of simulations, you can see the average is about 6.4. But as n increases the number of simulations,
[  791.32s ->   798.28s] we converge, almost surely, to the true expected value, and that is 6. So that's the connection
[  798.28s ->   803.20s] between the analytical and numerical solution for the expectation. And this is in the framework of
[  803.20s ->   807.30s] a game. So what we've done is we said, okay, we're going to roll a dice until we get a 6.
[  807.30s ->   812.20s] How can we model that? Well, we can model it as a geometric random variable. We know that there's
[  812.20s ->   817.68s] a closed-form solution for the expectation, but we also can simulate it, right? We can just roll
[  817.68s ->   823.68s] a dice until we see a 6, record how many times it took us to see that first 6, and then take the
[  823.68s ->   828.26s] average. And then the law of large numbers says that converges almost surely. And sure enough,
[  829.10s ->   834.62s] this is what we get. We see that over time as the simulation number increases. So not over time,
[  834.62s ->   841.44s] but as the total number of simulations increase, we converge to that theoretical expectation.
[  842.16s ->   849.16s] Now we're ready to discuss option pricing. The Black-Scholes model assumes a stock that is an
[  849.16s ->   854.22s] option written on some sort of underlying asset, and in this case, the underlying asset is a stock,
[  854.68s ->   862.02s] is going to follow a geometric Brownian motion. These are the dynamics of the stock price path.
[  862.02s ->   868.02s] And the risk-neutral pricing, that is the fundamental theorem of asset pricing,
[  868.50s ->   873.72s] says that in the absence of arbitrage, we have something called a risk-neutral measure Q,
[  874.28s ->   879.30s] under which the discounted price process is a Martin-Gale. And that means for a European call
[  879.30s ->   886.06s] option, we can present the price as the discounted, that is this E to the negative RT,
[  886.06s ->   895.52s] risk-neutral expected payoff, where the payoff is given by S sub capital T. That is the stock price
[  895.52s ->   902.12s] at the terminal point in time capital T, less the strike, of course, taking the max between that and
[  902.12s ->   908.78s] zero. So what is this actually saying? Well, this is saying that, hey, you know, we have some stock
[  908.78s ->   914.74s] price that's going to evolve throughout time governed by this equation here. At some point in the future,
[  914.74s ->   920.54s] capital T, we're going to realize a payoff for this option. And that payoff is going to be the max
[  920.54s ->   926.50s] between the terminal value, less the strike price, and zero. In other words, if there is a positive
[  926.50s ->   931.62s] difference between the strike price and the terminal price, you'll exercise for profit. Otherwise,
[  932.18s ->   939.46s] you're going to let it expire worthless because it makes no sense to exercise. So what is the present
[  939.46s ->   945.86s] value of such a contract? Well, we don't know what the price is going to be in the future.
[  946.14s ->   951.50s] The best we can do if we don't know the price in the future is to figure out the expected price
[  951.50s ->   957.80s] today. So what we're going to do is we're going to compute this risk-neutral expected payoff,
[  958.06s ->   963.10s] and that is going to be the value of the call option today. What's the problem here? Well,
[  963.10s ->   969.30s] this is one heck of an expectation to solve analytically for. Don't believe me, I have an
[  969.30s ->   977.04s] article and a video walking through the entire derivation of the Black-Scholes model, not just
[  977.04s ->   981.68s] the Black-Scholes partial differential equation, that is that fundamental partial differential equation,
[  981.74s ->   986.00s] but actually going about solving it. So I'm just going to show you a couple of the steps here.
[  986.38s ->   992.38s] For the analytical solution, as we've seen above, this turns into a mess pretty darn quickly. So
[  992.38s ->   996.82s] in the context of the geometric random variable for the fair dice roll game,
[  997.44s ->  1002.20s] this expanded pretty aggressively, pretty quickly. I even factored out a derivative here.
[ 1002.82s ->  1008.92s] And if you scroll on down to the Black-Scholes pricing argument, goodness gracious, we got a big
[ 1008.92s ->  1013.06s] argument here. We're going to construct a portfolio. We're going to do a hedge. We're going to apply
[ 1013.06s ->  1018.10s] Ito's lemma. We're going to go about deriving this fundamental partial differential equation.
[ 1018.32s ->  1021.84s] We're going to assume no arbitrage, implying that we earn a risk-free rate.
[ 1021.84s ->  1027.30s] And that's going to yield this Black-Scholes PDE. So I'm sorry, this wasn't even the Black-Scholes
[ 1027.30s ->  1032.74s] PDE. This was the first step after Ito's lemma. Then after constructing the no arbitrage argument,
[ 1032.90s ->  1038.42s] you get the PDE. Solving with the boundary condition yields the so-called Black-Scholes
[ 1038.42s ->  1043.78s] model formula. Again, I have plenty of resources available that actually go about step-by-step
[ 1043.78s ->  1048.44s] deriving this model. I'll link them in the description below. But nevertheless, this is the
[ 1048.44s ->  1053.48s] analytical solution. Now, what do we know about the analytical solution? This right here,
[ 1053.90s ->  1061.18s] this call price is equal to this closed form solution. Just as above in the dice roll game,
[ 1061.40s ->  1069.52s] we have this closed form solution for the expectation. So what does that mean? Well, that means that we can
[ 1069.52s ->  1079.44s] just go and get the expected value that is that fair price of the option by plugging in the parameters
[ 1079.44s ->  1086.46s] for the option into this formula after we go about solving it analytically. But we know there's a
[ 1086.46s ->  1091.34s] connection between the analytical price and the simulated price. And that connection is available
[ 1091.34s ->  1097.42s] to us via the law of large numbers. That is, if I can simulate draws from a terminal distribution of the
[ 1097.42s ->  1105.24s] stock price, then I'm going to actually be able to compute the payoff. So what I mean is, in the Monte Carlo
[ 1105.24s ->  1110.38s] approach, what we're going to do is we're going to simulate the stock price following the dynamics of the
[ 1110.38s ->  1117.14s] geometric Brownian motion. And what we're going to do is we're going to simulate that price to time capital T.
[ 1117.92s ->  1124.26s] And when we do that, we can compute the payoff and discount it back to the present. And we're going to do that
[ 1124.26s ->  1131.78s] a whole bunch of times. We're going to do that a whole bunch of times. And then what we can do is we
[ 1131.78s ->  1138.34s] can take the average of all of those discounted payoffs. When we do that, we're going to see that
[ 1138.34s ->  1146.28s] it converges almost surely to the true theoretical value, which is also given by this closed form
[ 1146.28s ->  1152.24s] solution, the so-called Black-Scholes model. Now, again, that's a lot of words. Let's figure out
[ 1152.24s ->  1157.70s] what's going on here. Well, in the context of the Bernoulli and exponential that I gave earlier,
[ 1157.70s ->  1164.04s] I said, okay, in a Monte Carlo setting, let's fix the parameters 0.7 and 2.0, draw from the
[ 1164.04s ->  1169.16s] distribution, and we can show that if we take the average, it'll converge to the theoretical average,
[ 1169.28s ->  1174.26s] the theoretical expectation. Boom, that's exactly what happened. We did the exact same thing for the
[ 1174.26s ->  1181.04s] dice roll. And we showed here that over a larger number of simulations, it begins to converge to the
[ 1181.04s ->  1186.14s] theoretical average. Well, we're going to do the same thing, but it's a little more complicated in
[ 1186.14s ->  1192.46s] the context of options pricing, especially using a Black-Scholes framework. What we have here is
[ 1192.46s ->  1198.80s] not just the parameters for the option contract, but also the parameters for the stock price process.
[ 1198.96s ->  1204.60s] We have volatility, which is going to change the dynamics of the stock price path. We have the risk-free
[ 1204.60s ->  1210.68s] rate. We have the time to maturity of the option. We have the actual beginning underlying asset price,
[ 1210.68s ->  1215.84s] the spot price today, the price of the asset right now, if I was to go in the market and buy it,
[ 1215.84s ->  1220.58s] and of course, the strike price. So we have all of these different levers to pull.
[ 1221.10s ->  1227.06s] What does that mean? That means I have to fix all of these parameters for my Monte Carlo simulation.
[ 1227.38s ->  1232.92s] That is, I'm going to lock in the strike price, time to maturity, risk-free rate, volatility.
[ 1233.38s ->  1238.50s] All of these things have to be locked in for my simulation. There are other models that let
[ 1238.50s ->  1244.34s] these parameters also evolve over time, perhaps capturing more relevant stylized facts like the
[ 1244.34s ->  1249.46s] leverage effect, volatility, clustering, so on and so forth. But those are more complicated models.
[ 1249.56s ->  1254.10s] We can discuss those in another video. The principle remains the same even for those models.
[ 1254.54s ->  1260.24s] Once the simulation begins, all of the fixed parameters in that set remain fixed. The things
[ 1260.24s ->  1266.04s] that evolve over time evolve over pre-described dynamics, just like the geometric Brownian motion.
[ 1266.04s ->  1272.22s] So what I've done here is I've conducted Monte Carlo pricing, and I've also printed the true
[ 1272.22s ->  1278.16s] Black-Scholes price given a fixed parameter set. And what you'll see here is this is the terminal
[ 1278.16s ->  1284.00s] stock price distribution. This is the option payoff distribution. And this over here is showing the
[ 1284.00s ->  1291.10s] convergence of the Monte Carlo simulated price to the true Black-Scholes price given a fixed
[ 1291.10s ->  1298.36s] parameter set. All I've done now is print the price at the end of the Monte Carlo simulation and print
[ 1298.36s ->  1303.98s] the price given by the Black-Scholes model. And look what you have here. You have the Monte Carlo
[ 1303.98s ->  1314.98s] price is 10.444 and the Black-Scholes price is 10.45. So it is certainly converging to that Black-Scholes
[ 1314.98s ->  1322.14s] price. Some closing thoughts, some closing thoughts as it pertains to option pricing using
[ 1322.14s ->  1326.90s] Monte Carlo simulation or closed form solutions like a Black-Scholes model. Analytical solutions
[ 1326.90s ->  1334.14s] are exact. They're fast. It's very convenient. Monte Carlo methods. Yes, they are slower. You have to
[ 1334.14s ->  1340.12s] simulate price paths, especially when models are intractable and there is no analytical solution.
[ 1340.12s ->  1345.22s] Think of things like rough volatility. Monte Carlo methods are required to produce prices.
[ 1345.74s ->  1352.00s] However, that's very slow, especially in the live markets when you're trying to calibrate a model to
[ 1352.00s ->  1359.36s] say a market surface to generate prices. That is just not something that's going to be effective.
[ 1360.20s ->  1366.14s] We need fast. We need speed. We need to be able to calibrate instantly and produce prices instantly.
[ 1366.14s ->  1374.00s] If you're using some sort of esoteric model, then it may take too long to simulate. And by the time
[ 1374.00s ->  1381.24s] you converge to some sort of calibrated market prices, the prices are going to change again.
[ 1382.08s ->  1388.16s] Fortunately, there's some streams of literature using AI to try to learn the map between the parameter
[ 1388.16s ->  1393.92s] set. That is, remember how I said you have to fix the parameters prior to simulation? Well, there's a
[ 1393.92s ->  1399.28s] stream of literature that aims to learn these parameters relative to the terminal price that
[ 1399.28s ->  1406.04s] was simulated and results seem encouraging in the sense that it's able to extrapolate prices relatively
[ 1406.04s ->  1414.12s] well, making the speed of convergence much faster for these more esoteric models, maybe something like
[ 1414.12s ->  1419.82s] a rough model family, which is particularly powerful when the analytical solutions don't exist.
[ 1419.82s ->  1424.38s] But I've discussed this in a previous video. I'll link that in the description below as well.
[ 1424.60s ->  1431.86s] I just wanted to connect to some other areas of the current literature in conjunction with the
[ 1431.86s ->  1436.38s] analytical and numerical connection that we made earlier, thanks to the law of large numbers.
[ 1436.90s ->  1442.18s] I want to thank you so much for watching this video. I hope you enjoyed. I really like making the
[ 1442.18s ->  1449.08s] connection between analytical expectation and Monte Carlo simulated expectation, especially by taking
[ 1449.08s ->  1455.32s] a look at the law of large numbers and what it means practically to converge almost surely to a
[ 1455.32s ->  1462.72s] theoretical value. So that being said, thanks so much for watching. I'll see you in the next one.
