[    0.46s ->     7.07s] In this video and Jupyter Notebook, we're going to walk through how to trade option implied
[ 1341.49s ->  1346.85s] machine learning model for trading, I'm going to create a separate series on this, but I certainly
[ 1346.85s ->  1352.53s] wanted to include it because in the context of volatility, which one is correct is a very reasonable
[ 1352.53s ->  1357.73s] question to ask. And we know that, you know, the implied volatility is inherently different from
[ 1357.73s ->  1362.61s] realized volatility. So if we have all of these different measures, is there anything that we can
[ 1362.61s ->  1367.89s] do to combine them into one sort of powerful signal? And there certainly is, you could do some sort of
[ 1367.89s ->  1373.41s] PCA like this. And then you would just ensure that the loadings are relatively stable over time
[ 1373.41s ->  1378.13s] to be able to use that feature. And of course, that's, that's the game, right? If these loadings
[ 1378.13s ->  1383.33s] change next month, then that feature is going to be entirely different, right? The feature capturing,
[ 1383.33s ->  1388.45s] say 97% of the variance. If all of these loadings are different next month, it's a completely different
[ 1388.45s ->  1393.41s] feature. So it's just important to keep that in mind in terms of compressing all of these volatility
[ 1393.41s ->  1398.29s] features. Figured I'd sprinkle this in. It's certainly something that is very useful, especially
[ 1398.29s ->  1403.97s] in a machine learning setting. We can now start to discuss trading volatility. We have these different
[ 1403.97s ->  1409.49s] measures of volatility. We know how implied volatility is calculated. The only thing that we
[ 1409.49s ->  1415.09s] really need to understand now is how that implied volatility impacts price, and then come up with some
[ 1415.09s ->  1422.21s] sort of statistical model to justify our trades. So we know that anytime uncertainty increases,
[ 1422.21s ->  1427.57s] volatility increases and prices are higher, right? Doesn't that make sense? If you had some
[ 1427.57s ->  1433.81s] contract or insurance, then if uncertainty is higher, is that contract going to be cheaper?
[ 1434.45s ->  1438.37s] No way, right? That contract is going to be more expensive. The person who's issuing that
[ 1438.37s ->  1443.41s] insurance for you is going to be like, whoa, I don't know what's going to happen even more now.
[ 1443.41s ->  1449.49s] So you have to pay me more in terms of premium. That just makes sense, right? So in terms of volatility,
[ 1449.49s ->  1456.61s] what we're trying to do is we're trying to figure out, okay, if option prices tend to be higher when
[ 1456.61s ->  1463.01s] implied volatility is higher and lower when implied volatility is lower, is there any sort of
[ 1463.01s ->  1469.01s] statistical model that we can come up with to trade that idea? Of course, that's assuming all else is
[ 1469.01s ->  1472.77s] equal. We're not looking at time decay. We're not looking at trend. We're not looking at anything else.
[ 1472.77s ->  1478.21s] We're just looking at this idea of volatility. This is a lecture on how to trade option implied
[ 1478.21s ->  1482.93s] volatility, and that's all we're looking at. Let's come up with some sort of statistical model to
[ 1482.93s ->  1493.49s] trade this. What I've done here is I've plotted two implied volatility paths. The first one here is
[ 1493.49s ->  1500.37s] going to be the implied volatility paired with the following 30-day average implied volatility.
[ 1501.47s ->  1509.79s] What you'll see is this red line is the regression line. The black dotted line is y equals x. So if the
[ 1509.79s ->  1516.91s] implied volatility was correct, we would see all of these blue dots along this black line. Clearly,
[ 1516.91s ->  1523.95s] this is not the case. Moreover, here, this is a high volatility period regime. This effect is more
[ 1523.95s ->  1530.99s] pronounced. You can see this slope is more shallow in this second chart. So this is going to be the
[ 1530.99s ->  1537.31s] implied volatility relative to the 430-day average volatility in terms of implied volatility, not
[ 1537.31s ->  1543.71s] realized volatility. And you can see that what happens here is there's an intersection between
[ 1543.71s ->  1551.23s] y equals x and this regression line. So what that means is here, anytime you are to the left of this
[ 1551.23s ->  1559.07s] intersection, a lower vol tends to map, a lower implied vol now tends to map to a higher average
[ 1559.07s ->  1567.41s] implied vol later. But the flip side is true on the other side of the line. This is a very, very
[ 1567.41s ->  1575.41s] interesting dynamic. So what we're observing here is, wow, when volatility or implied volatility is
[ 1576.13s ->  1585.17s] lower, again, everything's relative. When it's lower, the forward average implied volatility tends to be
[ 1585.17s ->  1593.81s] higher. Moreover, when the current implied volatility is higher, the forward average implied volatility is
[ 1593.81s ->  1601.17s] lower. Doesn't that sound like some sort of statistical arbitrage? Well, maybe it is. Maybe we can sell
[ 1601.17s ->  1607.89s] options when they're overvalued and vol is higher. Then when vol tracks lower, we cover that position and
[ 1607.89s ->  1615.01s] buy it cheaper, collect that difference. Same thing here. We buy it when vol is lower and sell it when it's
[ 1615.01s ->  1622.21s] higher. So this intersection is essentially telling us when we should go long or short an option,
[ 1622.21s ->  1629.17s] and then at some point in the future, if the value doesn't get eaten by theta or if trend doesn't kill
[ 1629.17s ->  1634.61s] us and all this other stuff, perhaps we can collect that difference. And this effect is even more
[ 1634.61s ->  1641.73s] pronounced in a high vol period setting, hence the shallower regression line. So this is, in fact,
[ 1641.73s ->  1648.77s] a valid volatility trading strategy. Again, within any trading strategy, this model, of course,
[ 1648.77s ->  1653.49s] this model is wrong. There's going to be cases where you get absolutely killed. Volatility is
[ 1653.49s ->  1659.09s] going to spike after you sell that premium, or it's going to vanish as you buy that option.
[ 1659.65s ->  1667.73s] That will definitely happen for sure. However, on average, it does look like there is an opportunity to
[ 1667.73s ->  1674.21s] essentially buy low, sell high, sell high, buy low. And that justifies this trading strategy
[ 1674.21s ->  1679.97s] to some capacity. So this is how we might go about choosing to trade the option implied volatility on
[ 1679.97s ->  1684.85s] Nvidia. This is a quant trading strategy, option trading strategy, whatever you want to call it.
[ 1684.85s ->  1692.77s] This is a valid, very simple way to begin to research and implement and develop this option
[ 1692.77s ->  1699.01s] trading strategy. Let's focus only on this idea of high volatility, right? We've noticed that volatility
[ 1699.01s ->  1703.73s] tends to be mean reverting. What do I mean by that? If we go back up to this volatility series,
[ 1703.73s ->  1708.85s] we know that vol isn't going to continue to increase like a price series. It's inherently different,
[ 1708.85s ->  1714.69s] right? What happens here is this volatility is going to continue to go up and down and up and
[ 1714.69s ->  1721.57s] down in times of uncertainty and less uncertainty and more uncertainty. And it's important to understand
[ 1721.57s ->  1729.49s] this because in the context of vol being high, it's not going to stay high forever. Moreover,
[ 1729.49s ->  1735.65s] in the context of vol being low, it's not going to stay low forever, right? If it gets too low,
[ 1735.65s ->  1742.13s] any news that comes out is going to spike vol. If it gets too high, then eventually prices are going
[ 1742.13s ->  1746.61s] to be too high and it's going to normalize and drop back down when uncertainty is actualized and
[ 1746.61s ->  1751.65s] everyone says, Oh, well, we kind of panicked and set prices too high. And that is kind of the,
[ 1752.45s ->  1758.13s] the economic interpretation of this strategy. So it's important that anytime you come up with some sort of
[ 1758.13s ->  1763.09s] statistical model, you're not just trading it blindly, but there is economic intuition into
[ 1763.09s ->  1768.69s] why this would be the case, right? Why we might be able to sell options when they're overvalued and
[ 1768.69s ->  1773.57s] buy options when they're undervalued, because this dynamic for implied volatility economically makes
[ 1773.57s ->  1778.45s] sense in terms of high uncertainty, right? We're going to jack prices up because we're afraid,
[ 1778.45s ->  1783.25s] boom, sell them when prices are high. Then when the real path of implied volatility is,
[ 1783.25s ->  1788.05s] is actualized. We can buy it back and cover that position and collect that difference.
[ 1788.05s ->  1793.25s] Same thing. When vol is too low, when vol is too low, anything can rock the boat, right?
[ 1793.25s ->  1797.89s] If you're on a glass lake and you're on a canoe, there's a gust of wind that's going to rock the
[ 1797.89s ->  1801.81s] boat and it's going to create all these ripples. Vol is going to increase. You can buy low and you can
[ 1801.81s ->  1808.69s] sell high. So here, we're just going to look at this high volatility period and it's kind of deceptive,
[ 1808.69s ->  1815.57s] right? This is a very productive chart, I will say, because of this Y equals X line. But if we
[ 1815.57s ->  1821.97s] just take the forward difference and we look at the difference between the volatility at spot and
[ 1821.97s ->  1828.29s] then the forward realized implied volatility, the effect is far more pronounced, right? We can see that,
[ 1828.29s ->  1834.21s] wow, at somewhere around 0.64, and in fact, I solved for it here at 64%,
[ 1834.21s ->  1842.29s] volatility tends to decrease over the next 30 days. So anything above 64.2575%,
[ 1843.17s ->  1848.61s] we tend to see the average implied volatility over the next 30 days decrease. What does that mean?
[ 1848.61s ->  1853.73s] Well, that means we can buy high or we can sell, sell high, buy low. So we're essentially collecting
[ 1853.73s ->  1859.01s] that difference. And this chart hopefully makes it more concrete. Whereas this chart shows the dynamic
[ 1859.01s ->  1867.73s] on both the long and short side, this will show the dynamic on simply just that sell high, buy low side.
[ 1867.73s ->  1876.29s] So anything above 64%, that's saying, hey, traders are valuing this option way too high for what is
[ 1876.29s ->  1882.29s] anticipated in terms of the realized volatility. Let's go ahead and sell it and we can go ahead and buy
[ 1882.29s ->  1888.13s] it back when vol drops. And then we're going to collect that spread there. Now, it is important to
[ 1888.13s ->  1893.97s] understand that this is simply just looking at the math, right? This is a statistical basis for
[ 1893.97s ->  1901.09s] trading. It says nothing of the actual dynamics of the market, right? If tariffs are rocking the
[ 1901.09s ->  1907.01s] heck out of the boat, and we haven't seen tariffs from an administration in quite a long time,
[ 1907.01s ->  1913.81s] maybe it's not a good idea to use this strategy. Maybe we should consider different shocks. Maybe they're
[ 1913.81s ->  1918.93s] more idiosyncratic or industry-based shocks that we're more confident we'll normalize in the next
[ 1918.93s ->  1923.73s] 30 days. Whereas something like tariffs rocks the heck out of the boat, we sell and vol spikes,
[ 1923.73s ->  1931.09s] we get killed. Something to consider is it's not just about the statistical basis for these trades.
[ 1931.09s ->  1936.77s] What makes for it is also the economic interpretation. It's that, okay, we've seen
[ 1936.77s ->  1945.81s] the idiosyncratic boat rocked and vol normalize. We've seen the industry boat rock and vol normalize.
[ 1945.81s ->  1952.61s] We've seen the macro boat rock and vol normalize. But what is causing the spike in volatility?
[ 1953.49s ->  1957.57s] Is it going to normalize over the next 30 days? Or are we going to have a prolonged effect that we need to
[ 1958.21s ->  1961.33s] we need to be concerned about? And then we're not going to be able to collect that
[ 1962.05s ->  1967.65s] that profit. So it's very important to understand not just the statistical basis for trading the
[ 1967.65s ->  1973.09s] strategy, but also the economic basis for trading the strategy. Based on the analysis above, I've
[ 1973.09s ->  1980.05s] developed a simple entry execution exit criteria for our trading strategy. I've simplified it
