[    0.46s ->     7.92s] pricing is literally the most important topic in all of quantitative finance and financial
[  849.78s ->   858.30s] do i generate a price for a heston framework this is certainly a lot of notation but i'm just gonna
[  858.30s ->   863.04s] i'm just gonna talk about it so there are essentially three key ways i want to talk about
[  863.04s ->   869.20s] the first is we can construct an argument similar to black scholl's where instead of the source of
[  869.20s ->   874.68s] randomness only being the underlying asset i also have randomness coming from the volatility
[  874.68s ->   879.76s] so i can construct instead of just a delta hedge which hedges away the underlying randomness
[  879.76s ->   885.76s] i can construct a delta hedge and a vega hedge specifically i do a vega hedge first then i do a
[  885.76s ->   890.84s] delta hedge and what that's going to do is it's going to cancel out the randomness in the stochastic
[  890.84s ->   896.80s] differential equation and then it's just going to produce this partial differential equation and i can
[  896.80s ->   901.20s] solve this partial differential equation numerically using a computer using the finite differences
[  901.20s ->   906.84s] method or however you choose that's one way to go about producing prices another way is to use car
[  906.84s ->   912.16s] madden fft fast Fourier transform that's a fancy trick to make it like a quasi closed form solution
[  912.16s ->   917.92s] and another way is to just use simulation so i certainly encourage you to check out and i link
[  917.92s ->   923.38s] the video here and i also link it at the top of this jupiter notebook you can check out how simulation
[  923.38s ->   927.70s] pricing works it's the exact same way in the black shoals framework as it works with the heston
[  927.70s ->   933.06s] framework and i also talk about how we can go about deriving the partial differential equation
[  933.06s ->   938.22s] in the black shoals framework and the extension to the heston framework is exactly the same as well so
[  938.22s ->   942.74s] certainly encourage you to check those videos out for more background information on how to produce
[  942.74s ->   950.24s] european option prices with the heston framework we haven't even gotten to producing exotic option prices
[  950.24s ->   955.28s] yet but we need to produce the european option prices first so that we can fit the model to the
[  955.28s ->   961.28s] market surface then we can produce the exotic prices so what i have here is i have some notation
[  961.28s ->   967.76s] um discussing the pricing and really we don't got to get too too much into the weeds i usually save that
[  967.76s ->   973.76s] for videos on tuesday where i talk about you know more more technical subjects but here what i'm trying to
[  973.76s ->   979.12s] say is the prices that we generate in a simulation capacity and that's the method we're going to focus on
[  979.12s ->   984.88s] because we can actually then see where the underlying asset hits the barriers in this exotic option that
[  984.88s ->   992.04s] we're trying to price all i'm trying to say in this you know math notation is that we are approximating
[  992.04s ->   998.12s] the price in this framework it's not a precise price and the reason why i like this notation is
[  998.12s ->  1003.56s] because it's consistent with other videos that i've done on using neural networks to approximate
[ 1003.56s ->  1009.56s] these pricing functionals to increase the speed of pricing and calibration which which we're going to
[ 1009.56s ->  1014.84s] talk about in a moment so we're focusing on this idea of monte carlo simulation we can use monte
[ 1014.84s ->  1019.88s] carlo simulation to produce prices for our heston framework once we produce a price for a heston
[ 1019.88s ->  1025.32s] framework we can look at the skew see how close we are to the market skew tinker with the parameter
[ 1026.36s ->  1031.64s] check the heston skew again tinker with the parameter and and just do that iteratively until the
[ 1031.64s ->  1038.76s] green line fits the blue line that means we're quoting consistent prices so that step that i just outlined
[ 1038.76s ->  1047.67s] is called the model calibration step okay and i'm going to do an entire video discussing this
[ 1047.67s ->  1052.95s] calibration step because really we're solving this minimization problem here and this minimization
[ 1052.95s ->  1060.98s] problem is just literally taking the heston parameters given by the heston framework and it's
[ 1060.98s ->  1067.46s] finding the best set of parameters that fits this surface in the heston framework to the market implied
[ 1067.46s ->  1071.78s] volatility so we want the heston volatility surface to look as close to the market implied
[ 1071.78s ->  1077.70s] volatility surface as possible and here's what it might look like as it starts to approach the
[ 1077.70s ->  1083.54s] market implied volatility surface so this is a heston implied volatility surface this is a market implied
[ 1083.54s ->  1089.86s] volatility surface this certainly does not look flat right the black shoals volatility surface was flat
[ 1089.86s ->  1095.86s] this certainly does not look flat but this parameter set that i've chosen did not generate a
[ 1095.86s ->  1100.34s] volatility surface that was super consistent with what we've observed in the market so i'm going to
[ 1100.34s ->  1106.82s] want to go back and tinker with those parameters so how do i tinker with them well i can use a lot of
[ 1106.82s ->  1115.06s] different minimization algorithms and schemes to go about minimizing the error between each point on
[ 1115.06s ->  1120.82s] the surface with the market surface and that's going to let me change those parameters in the heston model
[ 1120.82s ->  1127.86s] to find what i'm calling this data star that is the optimal set of parameters for the heston model that
[ 1127.86s ->  1133.14s] fits the market volatility surface and again the reason we need to do that is to ensure that we're
[ 1133.14s ->  1139.38s] quoting consistent prices and we're not exhibiting arbitrage there is a big efficiency concern if i'm using
[ 1139.38s ->  1145.54s] monte carlo simulation because every single time i produce a volatility surface i'm running a monte carlo
[ 1145.54s ->  1150.26s] simulation and clearly i'm not going to get it right on the first time right i'm going to have to keep
[ 1150.26s ->  1157.06s] tinkering with the parameters so imagine i run a 100 000 path simulation and then it doesn't fit i have
[ 1157.06s ->  1162.42s] to run another 100 000 path simulation and if that doesn't fit i have to do it so again and again and
[ 1162.42s ->  1168.34s] again and i have to keep using monte carlo simulation to go about producing those european prices so
[ 1168.34s ->  1174.34s] typically other schemes are favored for efficiency because the calibration process is iterative i produce
[ 1174.34s ->  1179.30s] this surface and then i have to produce another surface and another until it gets closer and closer
[ 1179.30s ->  1185.38s] and i choose the right set of parameters that fits the market surface okay so for this video i'm not
[ 1185.38s ->  1189.78s] going to go too much into the model calibration problem i'm going to assume that we've solved
[ 1189.78s ->  1196.34s] this minimization problem and we've found the optimal set of parameters now we're ready to go about
[ 1196.34s ->  1203.14s] pricing the exotic option outlined at the start of this video so let's try to get our full picture right
[ 1203.14s ->  1210.66s] so we said we have this up and out barrier option right what that means is if the underlying asset
[ 1210.66s ->  1215.30s] hits this barrier it's worthless if it expires underneath the strike price it's worthless but
[ 1215.30s ->  1220.42s] if it's within the strike price and barrier range at expiration and it didn't touch the barrier then we're
[ 1220.42s ->  1230.34s] going to get some sort of payoff we can represent that statistically as this function here this function
[ 1230.34s ->  1237.62s] here in the heston framework this risk neutral expectation and i can solve this numerically
[ 1237.62s ->  1243.86s] using monocarlo simulation all i'm going to do is i'm going to simulate price paths in a heston framework
[ 1244.82s ->  1250.74s] and i'm just going to keep track of the ones that expire with a payout relative to the ones that expire
[ 1250.74s ->  1256.90s] worthless and then i'm going to discount their payout back to the present and then take the average
[ 1256.90s ->  1263.30s] and that is going to be my option price now one of the things that we are certain of is as the sample
[ 1263.30s ->  1269.30s] paths increase we're going to produce more and more accurate prices so let's take a look at 10 sample
[ 1269.30s ->  1278.21s] paths we get a barrier price of 0.4273 well we're not very confident in that price right if i was to run
[ 1278.21s ->  1286.40s] that again i get 1.0078 that's not a lot of confidence so let's increase the number of sample paths
[ 1286.40s ->  1291.20s] as you can see as i increase the number of sample paths in this heston framework remember this heston
[ 1291.20s ->  1296.08s] framework is assuming that the underlying assets random and the volatility is random you can see
[ 1296.08s ->  1301.52s] that some of them the green ones are expiring in the money and they didn't touch the barrier where
[ 1301.52s ->  1306.72s] the red ones hit the barrier and the yellow ones they expired uh out of the money so below the strike
[ 1306.72s ->  1313.46s] price as i increase the number of paths i'm going to get a more and more and more accurate price
[ 1313.46s ->  1319.22s] what do we say at the start of this video this certainly has to be worth less than a european
[ 1319.22s ->  1325.30s] call option without the barrier right because we have that risk on the upside now of it expiring
[ 1325.30s ->  1330.42s] worthless so let's take a look at a european call in this heston framework right so i have the barrier
[ 1330.42s ->  1336.42s] price here and this is the price of our exotic it is going to be two dollars roughly 213 in this case
[ 1337.14s ->  1348.60s] let's take a look at the call option in a similar heston framework 1031 or 1032 roughly right see
[ 1348.60s ->  1355.48s] 10 000 steps 10 57 so we get a significant discount and that makes sense because if we ride this upside
[ 1355.48s ->  1361.32s] here we're going to hit the barrier and it's going to expire worthless so i got to pay much less for this
[ 1361.32s ->  1367.08s] exotic option right i'm going to pay much less relative to the the standard call the standard vanilla
[ 1367.08s ->  1374.28s] call option so this is how we go about pricing an exotic option but we're not done we found this
[ 1374.28s ->  1379.32s] risk neutral price that's not the price we're quoting right we need to make some adjustments to
[ 1379.32s ->  1386.04s] this price once we have this model price we need to think about different things like what is the
[ 1386.04s ->  1391.08s] current state of the market we need a counterparty risk adjustment we need a liquidity adjustment some
[ 1391.08s ->  1396.28s] sort of profit margin we can decompose the price that we're quoting into all of these different
[ 1396.28s ->  1401.48s] components that risk neutral price there's no way that's the final price that we are quoting right
[ 1401.48s ->  1406.28s] remember pricing is the most important component of quantitative finance if you don't know that
[ 1406.28s ->  1410.84s] something is over undervalued then you're already losing right you're already in a losing position you
[ 1410.84s ->  1417.32s] need to ensure that what you are buying or selling has some sort of edge in either direction right
[ 1417.32s ->  1423.88s] you need to make sure that you're buying cheap selling high selling high buying back cheaper that's the
[ 1423.88s ->  1429.40s] whole goal in this space so when we decompose the price into these different components and make
[ 1429.40s ->  1434.76s] all these adjustments that's what we're ensuring we're ensuring that if we quote prices for this
[ 1434.76s ->  1441.16s] option and then we hedge away the risk then on average that that edge for making that market is
[ 1441.16s ->  1448.04s] there for us and we can profit if we make this type of trade a significant number of times and that goes
[ 1448.04s ->  1453.80s] back to the pricing consistency argument if we're not producing consistent prices so if we're using
[ 1453.80s ->  1460.04s] something like a black shoals framework and we're not producing consistent prices then that edge that
[ 1460.04s ->  1465.64s] i'm talking about that that theoretical edge that we should have in this type of price that we're quoting
[ 1465.64s ->  1471.40s] there's no way we're going to have that if we're using a model that is producing inconsistent prices
[ 1471.40s ->  1480.68s] so once we go about selecting a model fitting it to the market volatility surface after we've decided
[ 1480.68s ->  1486.52s] how we're going to produce vanilla prices we find the parameter set for the model that we've chosen
[ 1487.08s ->  1493.96s] then we go about simulating exotic option prices we can then make adjustments and then fire off that quote
[ 1493.96s ->  1501.24s] on ib to our clients and make a deal some closing thoughts going over this general recipe again and
[ 1501.24s ->  1506.52s] some future topics remember this general recipe demanded model selection because we need consistent
[ 1506.52s ->  1512.92s] prices so that we can accumulate edge heston model is going to ensure we can quote consistent prices we
[ 1512.92s ->  1518.28s] need to determine how we're going to produce the vanilla option prices for the model we select in
[ 1518.28s ->  1523.80s] this case we did simulation we then calibrated the model to the market surface in this case we didn't
[ 1523.80s ->  1529.16s] go about solving that minimization problem we we just assumed that we could solve it and find that theta
[ 1529.16s ->  1535.72s] that parameter set for the model we chose then we determined how we would go about pricing the exotic
[ 1535.72s ->  1542.44s] option in this case we chose simulation then we applied some price adjustments and we fired off that quote
[ 1542.44s ->  1552.12s] and made a deal this subject covers a lot of topics pricing exotics is not a trivial task
[ 1553.08s ->  1560.20s] there are a lot of related topics in pricing theory i i would like to talk more about you know diving
[ 1560.20s ->  1564.84s] deeper into stochastic calculus talking about different forms of stochastic differential equations
[ 1564.84s ->  1571.00s] um intractable solutions ones that require numerical simulations different discretization schemes and other
[ 1571.00s ->  1577.24s] fancy tricks that we can use to approximate these pricing functionals like the heston fft i'd like to do a
[ 1577.24s ->  1583.48s] dedicated video on the fast fourier transform for the heston model where i talk about the um that that
[ 1583.48s ->  1590.04s] paper that car madam paper um efficiency as i mentioned earlier right this is a terrible bottleneck in the
[ 1590.04s ->  1596.20s] calibration problem if you have some model that is like path dependent think about like something like a
[ 1596.20s ->  1602.52s] a rough volatility model where the entire structure is non-markovian in the sense that like
[ 1603.32s ->  1610.44s] you need to decompose some sort of covariance matrix and then iteratively discretize the um the the
[ 1610.44s ->  1616.36s] integral you are going to have a terrible bottleneck because it's iterative right so you need to simulate
[ 1616.36s ->  1622.60s] those those paths and then try to fit the parameters simulate those but it's a terrible bottleneck so
[ 1623.64s ->  1629.96s] there are models um alternatively like to a heston model in a stochastic volatility world
[ 1629.96s ->  1635.88s] um not necessarily extending to the rough volatility space but like something like a saber that has like
[ 1635.88s ->  1641.88s] asymptotic um solutions i'd like to do a video discussing those i'd also like to talk more about
[ 1642.44s ->  1648.28s] um these these functional approximations using neural networks it's a very interesting area in the
[ 1648.28s ->  1653.96s] academic literature a lot of work is being done with um deep learning neural networks in in that space
[ 1653.96s ->  1660.84s] right now hedging pricing all of that is being done with uh different types of of neural networks and
[ 1660.84s ->  1666.04s] artificial intelligence machine learning whatever you'd like to call it um i want to talk more about
[ 1666.04s ->  1671.16s] simulation too why does simulation work right like we we just assumed that it would work to generate
[ 1671.16s ->  1676.76s] these prices here we kind of assumed i've done a video in the past discussing money carlos simulation and
[ 1676.76s ->  1681.88s] black souls prices and why they converge but i'd like to extend that to make it more abstract and discuss
[ 1681.88s ->  1687.64s] why it works in general um and we haven't talked at all about book management here we haven't talked
[ 1687.64s ->  1692.84s] about making adjustments to our simulated price in a discretionary capacity or you know how do we even
[ 1692.84s ->  1698.28s] dynamically hedge a portfolio of options right i talked about that heston model and a black shoals
[ 1698.28s ->  1703.32s] argument where we do a vega hedge and a delta hedge what does that even look like in real life how do i
[ 1703.32s ->  1709.48s] go about do how do i conduct a vega hedge right if i want to hedge vega and delta what does that look like i
[ 1709.48s ->  1716.52s] have to use an option and then i need to make the delta associated with the portfolio after making
[ 1716.52s ->  1720.52s] my vega neutral i need to make the delta neutral so there's a there's a lot of different components
[ 1720.52s ->  1726.76s] to this so all of these are topics i'd like to cover in future videos that being said i hope you
[ 1726.76s ->  1734.12s] enjoyed this video this certainly was a challenging video to make this was a long video to record and this
[ 1734.12s ->  1739.16s] notebook took a lot of work so i hope you enjoyed i hope you learned something definitely leave a like
[ 1739.16s ->  1745.64s] subscribe comment if you enjoyed check out our discord check out quantgill.com it helps support
[ 1745.64s ->  1752.52s] my videos and it lets me keep making them other than that thank you so much for watching and i will see
[ 1752.52s ->  1756.52s] you in the next video
