[    1.34s ->     7.08s] Welcome back to another quant build. In this video, we're going to code the volatility crush
[  535.67s ->   543.19s] crush scenario. So supposing the spot price didn't move at all. Let's say that the new implied volatility
[  543.19s ->   549.67s] was 20%. What would happen? Well, if I took a short position, then I would have some P and L here.
[  549.67s ->   555.59s] So I can take a look at that negative Vega position that I have looking at this short straddle and see how
[  555.59s ->   561.51s] much I would profit. So in this case, it's 267. If I was to just sell that option, this isn't
[  561.51s ->   567.27s] accounting for things like theta. This isn't accounting for things like any other sort of
[  567.27s ->   575.11s] higher order, higher order change, but nevertheless, this is a reasonable proxy for what our profit could
[  575.11s ->   580.79s] be. So what if there was a price movement? Well, we can see now how this is going to impact our overall
[  580.79s ->   586.31s] P and L from the sort of old crush trade. So what if the new spot price moved to like, let's say one
[  586.31s ->   592.28s] six day. Well, that's certainly a, a huge chunk of the profit from the trade. What if it moved to
[  593.00s ->   599.40s] 155? Well, that completely changed the situation, right? We're no longer profiting from this whole
[  599.40s ->   604.76s] crush. So that's the point of this tool is it's able to show you different states of the world based
[  604.76s ->   610.68s] on where the spot price moves and the new implied volatility after the volatility crush.
[  611.08s ->   615.80s] You can enhance this tool in one of a thousand different ways. You could add this idea of time
[  615.80s ->   622.12s] decay. You could add other higher order sensitivities. There's a lot you can do to enhance this tool,
[  622.12s ->   626.68s] but for this particular build, this is what we're going to use. And it certainly is useful for
[  626.68s ->   631.32s] analyzing different states of the world, because when you're quoted that option and you're looking at
[  631.32s ->   638.44s] the performance profile in terms of Ivy crush, it isn't necessarily going to show you what the overall
[  638.44s ->   646.28s] P and L could be relative to your Delta position after the, the move, right? Cause you don't know
[  646.28s ->   651.40s] what it's going to be. And that's where this tool comes in. So you can estimate it with different
[  651.40s ->   656.12s] states of implied volatility. See what your profit could be, analyze these different states of the
[  656.12s ->   661.32s] world to enhance your decision-making. All right, let's go ahead and get started here with our imports.
[  661.32s ->   666.52s] We're going to be using a lot of packages and libraries to help us out with this build for our
[  666.52s ->   674.61s] user interface. We're going to use T Kinter TK enter. So I'm going to start by importing T Kinter as TK.
[  674.61s ->   683.62s] That's pretty typical from T Kinter import TTK and message box. We're going to import threading.
[  684.74s ->   696.82s] We will import pandas as PD import numpy as NP from IB API dot clients. We will import E clients
[  699.06s ->   710.53s] from IB API dot wrapper. We will import E wrapper from IB API dot contract. We will import contract.
[  712.64s ->   723.60s] From date time, we will import date time and time delta. And we can ignore warnings. So I'll say warnings dot filter
[  723.60s ->   736.76s] warnings, just ignore. Okay. Now with all of these packages, if you get a module not found error, then
[  736.76s ->   741.32s] you haven't pip installed that package. So what you're going to want to do is you're going to want
[  741.32s ->   750.12s] to open up your command prompt or the terminal in your VS code. And you're going to want to go about
[  750.12s ->   756.44s] typing pip install, and then whatever module you're missing, you may even need to type
[  757.64s ->   763.64s] pip three install. So if I was missing pandas, then maybe I would write pip three installed pandas.
[  763.64s ->   770.20s] If that didn't work, I would do pip installed pandas, so on and so forth. Now you have to be careful
[  770.20s ->   776.68s] with the module name, something like scikit learn might be, you know, pip install scikit learn, but you
[  776.68s ->   781.56s] may not import it as such. So for a particular package, you're going to want to look up the
[  781.56s ->   788.44s] documentation for how to go about installing it correctly. But these are going to be the packages
[  788.44s ->   795.08s] that we're going to use for this particular build for for math and handling different matrices and
[  795.08s ->   802.28s] vectors. We'll use NumPy for data and data frames. We'll use pandas to access the trader workstation that
[  802.28s ->   813.64s] is interactive brokers. We are going to use this IB API. And for time and handling time delta that is
[  813.64s ->   820.92s] changes in time, we will use date time. Threading is to handle parallel processing to some capacity,
[  820.92s ->   826.84s] because in Python, we don't really have this pure idea of multi threading with global interpreter lock.
[  827.48s ->   833.56s] Nevertheless, we're going to import threading so we can run this process and then make calls to
[  833.56s ->   839.24s] interactive brokers. And then tkinter is for our user interface. All right, first things first,
[  839.24s ->   847.16s] we need to create some sort of warehouse to interact with trader workstation to make requests for market
[  847.16s ->   854.68s] data and receive those market data requests. Typically, this is done in some sort of IB app,
[  854.68s ->   859.64s] some sort of interactive brokers app class, some sort of controller class. And that's exactly what
[  859.64s ->   864.92s] we're going to build here. So I'm going to start with this idea of an IB app. And this is going to
[  864.92s ->   873.48s] implement the eWrapper and eClient. And what those are, are going to be references to the interactive
[  873.48s ->   881.32s] brokers API for how we go about receiving data from trader workstation via this eWrapper and
[  881.32s ->   889.24s] requesting data via this eClient. So how does this work? Well, I'm going to create this constructor for
[  889.24s ->   903.19s] this class. And then in this class, I am going to initialize this eClient as self and self. So
[  903.19s ->   910.95s] what I'm doing is I'm essentially calling this, this eClient object, I'm saying, Hey, this IB app is going to
[  910.95s ->   917.67s] be where I'm going to request data from, but also where I want you to send data to when that request
[  917.67s ->   924.21s] is fulfilled. I'm going to want to create a flag here called connected, I'm going to start by sending
[  924.21s ->   929.57s] it equal to false because we don't know if we're yet connected to interactive brokers, the server
[  929.57s ->   935.09s] itself is going to tell us if that is the case. And then it's going to flip that flag from false to true.
[  935.89s ->   942.63s] Then we're going to create a dictionary for market data. We're also going to create a dictionary for
[  942.63s ->   951.88s] historical data. And now we need to handle a whole bunch of different cases with this particular
[  951.88s ->   957.64s] wrapper and client setup. The first is an error. How are we going to go about handling an error?
[  957.64s ->   963.24s] So I'm going to create a function called error. And this isn't a function that I'm just making up
[  963.24s ->   970.12s] on the spot. This is expected structure from the interactive brokers API. All of the things that
[  970.12s ->   977.48s] I'm going to input into this particular function are what interactive brokers is going to send me
[  977.48s ->   982.68s] in the case of an error. It's going to send me the request ID that caused the error,
[  983.48s ->   990.44s] the associated error code, the error string, and any other arguments that it needs to send me.
[  991.16s ->   997.40s] Now, there are some errors that we particularly do not care about. For example, if the error code is
[  998.04s ->  1009.24s] 2176 and we get this fractional share error in the error string, then we don't really care about that.
[ 1009.24s ->  1015.48s] That is not going to impact our app. We can just return. Otherwise, let's just go about printing
[ 1015.48s ->  1020.96s] the error so we can see what it is in the console. So I'm going to print error. And in this case,
[ 1020.96s ->  1028.07s] it's just a formatted print statement. I'm going to print the error code. And then I will also print
[ 1028.07s ->  1037.56s] the error string. So this is going to be the error callback function. If the trader workstation has an
[ 1037.56s ->  1043.48s] error in some sort of request we make, maybe the request is invalid, whatever it is, it is going to send
[ 1043.48s ->  1049.00s] it here. One of the first things that happens when you connect to the trader workstation from Python
[ 1049.56s ->  1056.52s] is the server responds with the next valid order ID. This is how you know you've connected to the server.
[ 1056.52s ->  1063.56s] If you're placing trades, then you're going to want to use a unique order ID for whatever trade you are
[ 1063.56s ->  1070.68s] executing. And you don't want trades to accidentally have the same order ID. So this is a function that's
[ 1070.68s ->  1077.08s] going to continue to increment that unique ID to ensure that you don't place, you know, an order
[ 1077.08s ->  1084.92s] with the same ID. So what does this look like? Well, it's def next valid ID. We'll say self and order ID.
[ 1084.92s ->  1090.36s] So the server is going to call this function and it's going to give us the valid order ID to use.
[ 1090.36s ->  1096.92s] Now we're not placing trades in this particular app. So what can we do? Well, we can trigger the flag
[ 1096.92s ->  1104.44s] that we've connected to the server. The only way this function is called is if the server pings it. So
[ 1104.44s ->  1115.17s] I'll say self dot connected is equal to true. And then I will print connected to IB TWS. Okay,
[ 1116.21s ->  1123.17s] now we need a way to go about fetching this historical data. So we can use live prices,
[ 1123.17s ->  1129.09s] or we can use historical data, I'm going to focus on the historical data component for now. So let's
[ 1129.09s ->  1137.41s] build this function to request historical data. I'll say def historical data self rec ID and bar.
[ 1138.47s ->  1143.83s] All right, when we make a request to the trader workstation for historical data,
[ 1143.83s ->  1150.47s] we submit the request with an ID. Then the server goes and gets that historical data,
[ 1150.47s ->  1157.27s] and it sends it to this function with that ID. It also returns the bar information. So that is the
[ 1157.27s ->  1164.39s] the data that we queried. So how do we want to handle this? Well, if the rec ID is not in
[ 1164.39s ->  1172.13s] the historical data dictionary, then what do we want to do? We want to initiate that key,
[ 1172.13s ->  1178.53s] that rec ID in the dictionary, and we want to set it to an empty list. And what we're going to do is for
[ 1178.53s ->  1184.37s] that request ID, we're going to store this bar data. So I'm going to say self dot historical data
[ 1185.25s ->  1191.65s] for this particular rec ID dot append. And now I'm going to put in all this data.
[ 1192.29s ->  1202.29s] Date is going to map to shocking bar dot date open is going to map to bar dot open. And we're going to
[ 1202.29s ->  1215.92s] do this for all of the bar information. So we have the high, we have the low, we have the close,
[ 1218.18s ->  1229.65s] and we also have the volume. Okay. And that's how we can go about handling the historic data request
[ 1229.65s ->  1235.97s] once the server responds with it. So this isn't the function to make the request. This isn't a
[ 1235.97s ->  1240.85s] function to make the request. None of these functions are making a request to the server.
[ 1240.85s ->  1247.73s] This is where the server is going to respond to our app with information. We use the e-client
[ 1248.29s ->  1255.57s] to go about making these requests to the server. And those requests have an ID. And then as you can see,
[ 1255.57s ->  1262.37s] the server is going to ping back with that ID and whatever data is associated with that request.
[ 1262.37s ->  1267.73s] One last function that's going to be useful for us in this IB app is the idea of a historical
[ 1267.73s ->  1275.06s] data end. This is going to tell us essentially when the server is done responding with the historic
[ 1275.06s ->  1283.54s] data. So I'll say def historical data end, and I will say self rec ID for some sort of start and
[ 1283.54s ->  1289.86s] end. And I will come up with a formatted print statement that the historical data has been received
[ 1289.86s ->  1297.17s] for the particular rec ID, in this case, whatever the server responds with. Okay,
[ 1298.29s ->  1306.69s] that is going to be our IB app. This is how we are going to go about handling requests to and from
[ 1306.69s ->  1313.09s] the trader workstation. The IB app implements both the e-wrapper and the e-client. We're handling here,
[ 1313.09s ->  1319.09s] the historic data, this is going to allow us to get the implied volatility data, it's going to allow us to
[ 1319.09s ->  1325.01s] get the pricing data, we're going to handle errors in this callback function, we're going to validate
[ 1325.01s ->  1329.57s] that we're connected with this next valid ID function, and we're going to store all relevant
[ 1329.57s ->  1334.37s] data in this historical data dictionary. We don't need this market data dictionary,
[ 1334.37s ->  1339.33s] but I'll leave it here in case you want to use live pricing information. In that case,
[ 1339.33s ->  1345.81s] you would just use the tick price function. All right, now it's time to build the user interface.
[ 1345.81s ->  1353.17s] The goal that we're working towards is to have the ability to create this user interface that is able
[ 1353.17s ->  1358.61s] to make requests to the server, and then once those requests are fulfilled by the server,
[ 1358.61s ->  1365.09s] return it back to the user interface. So essentially what we want to do is we want to be able to create
[ 1365.09s ->  1374.93s] an instance of this class to handle those requests, but also allow a user interface to make those requests,
[ 1374.93s ->  1382.37s] and then display the results of those requests in the user interface. Because if we can do that in
[ 1382.93s ->  1388.29s] some sort of console, that's great. But remember, this is a tool we're trying to build, you know,
[ 1388.29s ->  1393.81s] this could be for some sort of trader or non-technical person who wants to go about using this this tool.
[ 1393.81s ->  1398.85s] So we don't want them to just have command line access, we want some sort of user interface. So
[ 1398.85s ->  1404.47s] that's what we're going to build together right now. I'll say class volatility crush analyzer,
[ 1405.19s ->  1413.30s] def init self root. And what I'm doing here in this constructor is I'm saying, okay, when we create
[ 1413.30s ->  1419.54s] a new instance of this volatility crush analyzer, we're going to pass it a frame. Okay, that's the
[ 1419.54s ->  1426.55s] application. And this frame is going to have a title, geometry, things like that. But more importantly,
[ 1426.55s ->  1435.01s] we can place items in this frame, we can have a sub panel for connections, we can have a sub panel for
[ 1435.81s ->  1444.52s] the pricing, we can have a sub panel for fetching market data, so on and so forth. So we'll say self.root
[ 1445.32s ->  1452.84s] is equal to this root, self.root.title, we will give it a title volatility crush analyzer,
[ 1452.84s ->  1465.76s] self.root.geometry. I will say, we will do 1200 by 800. This can be whatever you like.
[ 1466.72s ->  1470.88s] Now we need to go about creating the connection. And like I said, right, this is the user interface,
[ 1470.88s ->  1477.28s] we want to be able to make requests and display requests to and from the server, right. So I'm going
[ 1477.28s ->  1486.98s] to create a new instance of that IB app. Okay, and then I'm going to set the idea of connected to false
[ 1486.98s ->  1495.14s] here. This is fundamentally different from the connection in the IB app. Okay, very important
[ 1495.14s ->  1503.38s] distinction. Self.IB app still has its own connected variable. So if we go up here, we look at self.connected,
[ 1503.38s ->  1513.14s] right, this is for the IB app class. Self.connected here is for the volatility crush analyzer. So I can
[ 1513.14s ->  1520.82s] still access the connected flag in IB app by doing something like self.ibapp.connected.
[ 1521.86s ->  1527.94s] This is going to be the flag that tells us whether or not we actually are connected to the server. So
[ 1527.94s ->  1536.90s] we're going to use this to help update this guy here, once we actually make a successful connection. Okay,
[ 1538.26s ->  1547.06s] for market data, I'm going to say self.currentspot is equal to none, self.currentiv is equal to none,
[ 1547.86s ->  1557.20s] self.ticker is equal to none. Do keep in mind the units that you are reporting on interactive brokers.
[ 1557.20s ->  1562.96s] If you're reporting in daily units, you can scale by annualized vol, which is the square root of 252.
[ 1563.92s ->  1570.40s] If you are reporting in annual units and you try to scale by the square root of 252,
[ 1570.40s ->  1576.40s] you're going to get a massive value. I know I had a lot of people ping me on discord and comment on
[ 1576.40s ->  1582.40s] all my previous videos in that case. So just be careful with what you have in your settings for
[ 1582.40s ->  1588.24s] interactive brokers. Make sure you understand if you're reporting in units that are daily or annual.
[ 1588.24s ->  1593.84s] We can say for the option contracts that we're going to be pricing that the risk free rate is 0.05.
[ 1594.48s ->  1601.52s] This is at your discretion. We can even proxy this with treasuries. But for the sake of this build,
[ 1601.52s ->  1608.08s] we're just going to use 0.05. And now I'm going to call self.setupui. And that's going to be a
[ 1608.08s ->  1612.88s] function that we create together to go about building this frame. So that's going to do it for
[ 1612.88s ->  1619.04s] this constructor. Now we need to go about building a function to create a contract specifically for
[ 1619.04s ->  1625.92s] an equity. So for this, we're looking at equities. We're going to create a function called def create
[ 1626.88s ->  1635.68s] equity contract. And we will say that this takes a symbol as an input. And what this function is doing
[ 1635.68s ->  1643.20s] is it's creating a contract object from the interactive brokers API here. This is going to
[ 1643.20s ->  1650.64s] tell the trader workstation specifically what security you're requesting data for or are looking
[ 1650.64s ->  1657.89s] to place a trade with. It is very specific on purpose, right? We do not want to get that wrong.
[ 1658.53s ->  1665.25s] And that is why we have this idea of a contract. So this contract is going to have a symbol that is
[ 1665.89s ->  1675.11s] equal to symbol dot upper. So this is like AAPL, NVDA. We will take that as an input from the user.
[ 1675.11s ->  1682.37s] If they enter it all lowercase, we'll just help them out, put it to uppercase. That's what's expected by
[ 1682.37s ->  1695.24s] the trader workstation. The security type is equal to stock. This is in fact a stock SDK. The exchange,
[ 1695.24s ->  1707.51s] we will say is smart and the currency is USD. Then we will return this contract object that we just
[ 1707.51s ->  1713.11s] built. So here, this is create equity contract. This is just going to save us some headaches of,
[ 1713.11s ->  1717.67s] you know, what the security type is, the exchange and the associated currency. It looks like I
[ 1717.67s ->  1724.77s] spelled exchange wrong here. Okay. Exchange. And all we got to do is pass a symbol that is a stock
[ 1724.77s ->  1733.06s] or an equity to this function. And we will get a valid contract to request data for. All right. Now
[ 1733.06s ->  1743.86s] we got to go about creating our UI. So what I'll do is I'll say def set up UI self and keep in mind,
[ 1743.86s ->  1751.46s] right? This self parameter is for these functions that are a part of this volatility crush analyzer
[ 1751.46s ->  1756.42s] class. All right. This is a special type of function. This is the constructor. That is when we
[ 1756.42s ->  1763.14s] initially create this object. When we instantiate it, we need to pass some sort of frame. That's the
[ 1763.14s ->  1768.66s] user interface. Okay. Then we'll create an IB app and we have access to all this other information.
[ 1768.66s ->  1779.78s] More specifically, our user interface has access to this information. Okay. So in setup UI, what I'm
[ 1779.78s ->  1784.10s] going to do now is I'm going to create the main frame. So I'm going to say main frame is equal to
[ 1784.10s ->  1792.10s] ttk.frame self.root padding is equal to 15. So I'm just going to add some, some nice padding around it,
[ 1792.10s ->  1798.50s] and I'm going to give it this grid layout. So I'm going to say mainframe.grid row is equal to zero
[ 1798.50s ->  1808.90s] column is equal to zero. I'll say sticky and I'll make it west, east, north and south.
[ 1809.70s ->  1817.14s] And what we're doing here is we're, we're giving the frame in this route, a specific layout. And
[ 1817.14s ->  1823.38s] typically what you do when you create different, different widgets, different elements in a
[ 1824.18s ->  1831.14s] user interface is you define the element itself. You might define a variable associated with that
[ 1831.14s ->  1837.94s] element. So as it gets changed, you can do things with the variable. So maybe you need to update a
[ 1837.94s ->  1843.86s] table. Maybe you need to make a new data request, whatever it is. But once you define that object,
[ 1843.86s ->  1848.82s] you're going to place it in the frame. So you're going to give it some sort of layout. Maybe it's
[ 1848.82s ->  1854.18s] a grid layout and you have a row and column. Maybe it's a specific X and Y position.
[ 1855.70s ->  1861.94s] When it comes to user interfaces in this context, zero, zero is the upper left hand corner in case you,
[ 1861.94s ->  1868.34s] you weren't aware. So if you're trying to place things in like a static position in your user interface,
[ 1868.34s ->  1875.46s] zero, zero is upper left. So X increases that moves the item to the right. So it moves it to the right.
[ 1876.34s ->  1882.50s] And as Y increases, it moves it down. Okay, just something to be aware of, as you go about making
[ 1882.50s ->  1891.67s] your user interfaces. Now, we're going to go about constructing the grid weights, just for the
[ 1891.67s ->  1899.38s] responsiveness of the app. So I'll say self dot root dot column config, zero weight, we'll give it a
[ 1899.38s ->  1907.38s] weight of one self dot root dot row configure. So not config, but configure zero weight of one,
[ 1910.37s ->  1921.08s] then we'll say mainframe dot column configure, we will say zero comma weight, one, and then mainframe
[ 1921.08s ->  1936.63s] dot row. And now we can go about creating a title and this, this title label just for our app, we'll say
[ 1937.27s ->  1948.96s] title label is equal to TTK dot label, mainframe text, we will say volatility crush trade analyzer.
[ 1950.37s ->  1960.85s] I'll say the font, let's make it Arial, we'll do 16, we'll do bold, this can be whatever you like.
[ 1961.89s ->  1966.13s] So now, just like I was saying earlier, right, we defined this widget, this label,
[ 1966.13s ->  1973.41s] now we need to place it. So title label dot grid, this tells us where to put it. Row is equal to zero,
[ 1974.13s ->  1983.49s] column is equal to zero, column span is equal to two, pad y is equal to zero comma 20. So we just want
[ 1983.49s ->  1991.09s] padding on that that y axis there. As we go about constructing this user interface, I certainly
[ 1991.09s ->  1997.17s] encourage you to look up the documentation for anything that you don't understand. I can't possibly
[ 1997.17s ->  2004.93s] explain literally every parameter and every single field. And, you know, that's just going to be the
[ 2004.93s ->  2009.81s] nature of the beast that we're working with here. But if you need to know what something is, so for
[ 2009.81s ->  2016.13s] example, right, like, if you're unfamiliar, what, you know, pad y or pad x does this idea of padding,
[ 2016.13s ->  2021.81s] because you're unfamiliar, maybe with user interface construction, then look up the documentation for
[ 2021.81s ->  2028.29s] it. All of this stuff is extremely well defined. And it's very easy to look up what these things are.
[ 2028.29s ->  2036.69s] What is, you know, padding in this sense for this frame? What is sticky, right? Those are things that
[ 2036.69s ->  2042.45s] you can very easily find in the documentation. And I certainly encourage you to do so because,
[ 2042.45s ->  2047.57s] you know, spending endless hours on stack overflow, trying to figure out what these
[ 2047.57s ->  2053.25s] different parameters and different objects are and how they work is where all of the learning
[ 2053.25s ->  2057.97s] happens and how you become a very, very good engineer. So highly recommend that you do that.
[ 2057.97s ->  2063.97s] If that's the case, maybe if anything here is unclear, nevertheless, we will continue with this build.
[ 2063.97s ->  2069.17s] So if you noticed in the app, we have this left column and a right column, right? The left column
[ 2069.17s ->  2074.29s] had the connection, had the initial spot price, the initial straddle price, the right side had the
[ 2074.29s ->  2079.49s] essentially the post trade analysis right after the IV crush. So let's create those two columns,
[ 2079.49s ->  2084.61s] right? We have this left frame, TTK dot frame. This is nothing we haven't seen before. We already
[ 2084.61s ->  2090.05s] created that main frame above, and that's where we're putting it in this main frame. Now we need
[ 2090.05s ->  2096.61s] to place the frame. So we're going to say frame dot grid. We're going to put this in row one, column zero.
[ 2097.70s ->  2104.90s] Sticky. We're going to say TK dot west, TK dot east, TK dot north, TK dot south. We're going to give it
[ 2104.90s ->  2112.45s] some padding. I'll say pad X is equal to zero comma 10. And we're just going to do the same thing for
[ 2112.45s ->  2119.81s] the right frame. Right frame is equal to TTK dot frame. Put it in the main frame, right frame dot grid,
[ 2119.81s ->  2132.39s] row one, column one, sticky. We're going to do TK west, TK east, TK north, TK south. We will do pad
[ 2132.39s ->  2141.27s] X is equal to 10 comma zero. Okay. So there's padding on both sides in that sense of the padding
[ 2141.27s ->  2148.31s] on the X axis, the left and right padding. So that is going to be the two columns. I'm also going to give
[ 2148.31s ->  2154.07s] each one. I'm going to configure the weight for each of the columns. I'm going to say
[ 2156.29s ->  2166.95s] left frame dot column configure. I will say zero comma weights one right frame dot column configure
[ 2167.59s ->  2178.56s] zero comma weights one. Okay. Now we can go ahead and set up different sections. So we're going to have
[ 2178.56s ->  2184.48s] a connection section, a market data section, a straddle section for the current straddle,
[ 2185.72s ->  2193.80s] a scenario straddle for that post IV crush, a PNL section, a new Greek section, and then a status
[ 2193.80s ->  2203.38s] section, of course. So let's just go ahead and create these functions one by one. And we're going
[ 2203.38s ->  2209.22s] to use them here to build each of those of those sections. So before we create them, we're going to
[ 2209.22s ->  2214.26s] implement them, then one by one, we're going to create them. So I'll start with this idea of a setup
[ 2215.38s ->  2222.42s] connection section here. We're going to pass the left frame as a parameter. Then we're going to pass the
