[    0.46s ->     6.42s] One of my favorite tools and something that's used widely in all of quantitative finance is
[  682.63s ->   690.15s] This is precisely what edge is. I price the fair value of this game at 325. If I price the game at
[  690.15s ->   697.67s] 325 or lower, then I'm at risk of at best breaking even in the long run or losing money. So I want to
[  697.67s ->   704.77s] price it higher than 325. That's edge. That ensures that if I have players that play this game iteratively,
[  704.77s ->   710.43s] then they're paying more than the theoretical average of what the game is worth. And whether
[  710.43s ->   715.95s] or not it's the same player or tens of thousands of players, right? I need that edge to be positive
[  715.95s ->   721.59s] because likely this game isn't going to be played what? 10 times? 100 times? It's going to be played
[  721.59s ->   727.57s] thousands and thousands of times. So that edge better be positive. Now that quantity, the number of
[  727.57s ->   733.45s] players will dictate how much room you have, right? But that's a very important problem. And it's very
[  733.45s ->   739.17s] canonical to this entire space. This is directly related to things like the gambler's room problem,
[  739.53s ->   745.37s] target wealth ratios, things like that. This is all relevant to the space. And Monte Carlo simulation
[  745.37s ->   752.13s] is something that you absolutely have to have and understand in your toolbox in order to operate in
[  752.13s ->   757.83s] any capacity. In this example, we just looked at the expected value of the game. That is this fair value
[  757.83s ->   762.51s] of the game. And we looked at pricing it so that we have some sort of edge, right? That's this green
[  762.51s ->   769.37s] path. That's how I would choose to price this game. But we can extend simulation beyond just the quantity
[  769.37s ->   775.09s] of the payout distribution. So in this case, right, the payout distribution is in dollars.
[  775.35s ->   780.87s] That is the payout of the game. But what if I wasn't interested in dollars? I was interested in
[  780.87s ->   787.15s] probabilities. Well, I can use this idea of Monte Carlo simulation and a Bernoulli random variable
[  787.15s ->   794.95s] to converge to instead of a mean, say payout, or mean dice value, I can converge to a mean probability.
[  795.43s ->   800.63s] And that's going to actually give me the probability of certain events occurring. So for example, what
[  800.63s ->   806.41s] I've done here is I've used this idea of a Bernoulli random variable to develop a simulation of the
[  806.41s ->   812.07s] probability of winning money, just playing one round of the game. So what I'm going to do is I'm
[  812.07s ->   818.99s] going to play a large number of rounds. In this case, I play a thousand rounds. And after I play a
[  818.99s ->   825.81s] thousand rounds, I'm going to record which games that I made money as a one and games that I lost
[  825.81s ->   833.07s] money as a zero, I'm going to take all 1000 data points, add them up, divide by a thousand. And that's
[  833.07s ->   838.29s] going to give me the probability that is precisely how you can use Monte Carlo simulation to develop
[  838.29s ->   843.45s] probabilities. That is the recipe. And right here, you can see after a thousand iterations,
[  843.45s ->   849.17s] the theoretical probability is 0.55. And we're starting to converge to that theoretical probability
[  849.17s ->   856.75s] of winning money, playing the game, but it does not stop there. We can continue to ask very interesting
[  856.75s ->   862.91s] questions about probabilities in these games of chance. And we can answer them using this
[  862.91s ->   867.87s] structure of the Monte Carlo simulation with a Bernoulli random variable. And this is all thanks
[  867.87s ->   874.03s] to the law of large numbers. And that's because a Bernoulli random variable, the expectation is the
[  874.03s ->   878.91s] mean quantity that is that mean probability. So that's exactly what we're estimating with the
[  878.91s ->   883.49s] Monte Carlo simulation. So here I have a different interesting question that's probability related.
[  883.97s ->   892.77s] What is the probability of reaching $15,000 starting at $10,000 paying the fair price of $325 per this
[  892.77s ->   898.49s] for this game? That is a very reasonable question, right? As a casino, you can do some very interesting
[  898.49s ->   904.25s] risk analyses. You can do a lot of, you can answer a lot of really important questions using this
[  904.25s ->   910.29s] framework. So here, what I've done is I've simulated paths that have gone bankrupt as red paths that have
[  910.29s ->   915.99s] hit this 15,000 threshold as green. This is similar to the gambler's room problem. If you saw my
[  915.99s ->   923.05s] previous video, and in this case, the approximate probability is 42.8%, that is not a great probability.
[  923.05s ->   931.41s] I would certainly not play this game if it was $325. So that is an extension of just computing a
[  931.41s ->   937.27s] standard statistic for a distribution is that you can actually come up with an indicator variable that
[  937.27s ->   943.61s] is that Bernoulli and use the Monte Carlo simulation to develop a probability to answer those very
[  943.61s ->   949.53s] interesting questions. And of course, one of the most commonplace applications is in the pricing of
[  949.53s ->   956.17s] financial derivatives. And this combines essentially two ideas that we talked about earlier. The first is
[  956.17s ->   961.67s] that we can estimate quantities of some sort of payout distribution. And the second is that we can
[  961.67s ->   967.85s] estimate these probabilities thanks to some sort of indicator variable, as we saw with this gambler's
[  967.85s ->   974.93s] rune style example. So all of this is thanks to the law of large numbers. And in any case, we can answer
[  974.93s ->   981.39s] interesting questions about the derivative contract in the framework that we choose for the problem. So
[  981.39s ->   988.09s] we're representing the contract that we're pricing as some sort of risk neutral expectation. And because
[  988.09s ->   993.61s] we're dealing with an expectation, well, isn't that what we've just dealt with in this case above with the
[  993.61s ->   999.33s] game of chance that we are pricing for a casino? And even in this case for a dice roll? Well,
[  999.87s ->  1004.31s] yeah, that's exactly what we're dealing with here. Just in this case, the randomness is governed by a
[ 1004.31s ->  1009.25s] geometric Brownian motion. But that geometric Brownian motion is just like a dice roll. Like that
[ 1009.25s ->  1014.75s] die is not changing every time I roll it. The geometric Brownian motion, once it's parameterized,
[ 1014.75s ->  1020.29s] I can just simulate a whole bunch of paths. And I'm going to get a fixed distribution at time cap T.
[ 1020.29s ->  1027.57s] And then I can go about pricing this contract by just taking the discounted payoff and taking the
[ 1027.57s ->  1032.83s] average. And that's, that's just the Monte Carlo simulation. The interesting thing is that payoff is
[ 1032.83s ->  1038.93s] going to converge to the fair value. And the fair value here is the red line given by a Black-Scholes
[ 1038.93s ->  1046.33s] framework. So the Monte Carlo simulation is an incredibly powerful tool, and it can be used to
[ 1046.33s ->  1050.27s] develop the statistics, the expectation, variance, cuteness, kurtosis. It can be used to answer
[ 1050.27s ->  1056.35s] interesting questions about your randomness. As we've seen in this example here, like the gambler's
[ 1056.35s ->  1061.53s] rune style example, you can also answer questions like, what's the probability of my option expiring in
[ 1061.53s ->  1067.59s] the money, out of the money? What's the probability of the underlying reaching this, this barrier
[ 1067.59s ->  1072.79s] threshold? You can use it to answer a lot of interesting questions, but there are a lot of challenges,
[ 1072.79s ->  1078.61s] especially in finance with deploying Monte Carlo simulation. So when we're talking about these
[ 1078.61s ->  1083.37s] distributions, right, or random variables, we're not just talking about a stock price.
[ 1084.01s ->  1088.63s] We're talking about a lot of different things. We could talk about trading signals. We could talk
[ 1088.63s ->  1093.17s] about sentiment. We could talk about mean reversion, momentum indicators. We could talk about a lot of
[ 1093.17s ->  1100.11s] different quantities, but I want to emphasize two very important cases. The first case we outlined
[ 1100.11s ->  1106.37s] throughout this entire video, and that is the theoretical distribution is fixed. This red
[ 1106.37s ->  1113.03s] distribution, pink distribution, our dye that we're rolling iteratively, this game that we're playing
[ 1113.03s ->  1119.95s] iteratively, heck, even this geometric Brownian motion that we continue to simulate, all of those are
[ 1119.95s ->  1128.57s] fixed. But in finance, we tend to see these distributions change over time. Now, this makes sense,
[ 1128.57s ->  1133.75s] right? Because if you look at the return distribution of, say, NVIDIA at inception, right, maybe the first
[ 1133.75s ->  1139.39s] couple months as a company, it certainly doesn't look anything like it does now during this AI craze,
[ 1139.49s ->  1144.11s] right? And that's for good measure, right? So theoretically, it makes sense that these distributions
[ 1144.11s ->  1150.11s] change over time. But what does this look like? Well, what I have here is I have a useful tool or a useful
[ 1150.11s ->  1155.97s] animation to help visualize this idea. This orange line is acting like the true distribution,
[ 1155.97s ->  1162.37s] the red or the pink that we saw above. And what I'm doing is I'm sampling from this distribution,
[ 1162.37s ->  1168.51s] and I'm trying to approximate the theoretical distribution from the samples. So this is very
[ 1168.51s ->  1174.39s] similar to what we saw above here, where if I continue to sample, I'd like to see convergence to
[ 1174.39s ->  1182.35s] a theoretical distribution. But watch what happens over time as I continue to sample. That true
[ 1182.35s ->  1187.37s] distribution is changing. And my empirical distribution is not doing a great job proxying
[ 1187.37s ->  1195.47s] it. As time continues to march on, I'm continuing to try to match it. As you can see here, it stopped
[ 1195.47s ->  1201.17s] changing, and it became easier to approximate. So this is precisely what we're dealing with in real
[ 1201.17s ->  1208.69s] life, right? There's this idea of data drift, time variance, it's not a time invariant space. In real
[ 1208.69s ->  1214.37s] life, these distributions change, just as we've seen here. The only challenging thing is we can't
[ 1214.37s ->  1218.71s] just see the theoretical distribution, right? We're only seeing the empirical distribution.
[ 1219.55s ->  1225.79s] And in this case, we're looking at it in a univariate sense, but it's a giant joint distribution,
[ 1225.95s ->  1231.67s] right? It's not just independent of all these other factors. Returns isn't independent of inflation.
[ 1231.67s ->  1239.95s] It's not independent of the current state of the job market of our administration. It's not
[ 1239.95s ->  1244.33s] independent of any of those things. So it's a very difficult space to measure these quantities. So
[ 1244.33s ->  1249.39s] I just wanted to leave you with that, this idea of challenges in finance, because if the distribution
[ 1249.39s ->  1256.85s] is not fixed, and we try to deploy Monte Carlo simulation, then the value that we're going to get
[ 1256.85s ->  1264.25s] is going to be enticing to use, but it may not be correct. Check out my video, expected stock returns
[ 1264.25s ->  1271.33s] don't exist and how to trade. It's going to exemplify this idea. It's going to discuss the idea that just
[ 1271.33s ->  1275.85s] because our model is wrong, it doesn't preclude us from generating money. But even still, we're
[ 1275.85s ->  1280.73s] generating quantities that aren't actually converging to some sort of theoretical value. That's going to do
[ 1280.73s ->  1285.21s] it for this video on why Monte Carlo simulation works. I hope you've enjoyed it. I hope you learned
[ 1285.21s ->  1291.05s] something. Again, in the real world, we tend to face these distributions that are not fixed. Our
[ 1291.05s ->  1296.83s] empirical distributions are going to proxy some sort of theoretical distribution that's changing over
[ 1296.83s ->  1301.99s] time. But again, just because these models are wrong, it doesn't preclude us from making money or
[ 1301.99s ->  1306.85s] making optimal decisions in the face of uncertainty. Certainly check out some of my previous videos if
[ 1306.85s ->  1311.57s] you're curious about what I mean by that. Some future topics I'd like to discuss. I'd like to discuss
[ 1311.57s ->  1316.85s] why the value at risk and other measures tend to fail and be unreliable. And this is based on that
[ 1316.85s ->  1321.85s] idea of some sort of level that you're trying to approximate that doesn't actually exist and doesn't
[ 1321.85s ->  1326.79s] have convergence guarantees. I'd also like to talk about different discretization schemes for
[ 1326.79s ->  1331.77s] stochastic processes because some are very difficult to simulate. You know, just as I showed in this game
[ 1331.77s ->  1337.17s] of chance, right, coming up with the theoretical expectation is possible. But sometimes the
[ 1337.17s ->  1344.69s] theoretical or analytical value is not possible to develop. So we have to resort to simulation. And
[ 1344.69s ->  1352.09s] this is particularly relevant in the rough volatility model family and pricing under such a model. And
[ 1352.09s ->  1357.77s] there's this big important idea of having global path knowledge versus having a process that's adapted to
[ 1357.77s ->  1363.87s] a filtration. But that's something that I'd like to discuss in a later video. Thank you so much for
[ 1363.87s ->  1369.17s] watching. Again, I hope you enjoyed. Please check out QuantGuild.com. Check out the YouTube memberships to
[ 1369.17s ->  1374.33s] help support this channel so I can continue to make videos like this one. Other than that, I will see you
[ 1374.33s ->  1376.33s] in the next video.
