[    0.46s ->     6.51s] All right, here we go. You all have been requesting this video for quite some time.
[  478.17s ->   484.25s] horizon. So this is what realized or historic volatility would look like.
[  484.25s ->   490.01s] But I thought historic data wasn't indicative of future performance. You're right, it's not.
[  490.01s ->   496.73s] There's nothing that says this benchmark is going to hold in a forward-looking sense. In fact, we can
[  496.73s ->   503.21s] see volatility changes very quickly over time in each of these cases, right? We don't just have a
[  503.21s ->   508.81s] constant volatility measure here. That's not something that we observe in the market. Volatility is
[  508.81s ->   515.29s] certainly time varying. Nevertheless, when it comes to producing a measure of backward-looking
[  515.29s ->   520.49s] volatility, these types of techniques definitely tend to suffice. But what about forward-looking
[  520.49s ->   525.77s] volatility? If we're observing, let's say at this point in time, let's say this is today,
[  525.77s ->   534.49s] we're observing like a 13% realized volatility. Is that fair to say? So that's on a 30-day rolling
[  534.49s ->   540.17s] basis. Is that fair to say we're going to see similar volatility for the next 30 days? Or should
[  540.17s ->   546.49s] we use a different measure? Is there a better forward-looking measure? There certainly is.
[  546.49s ->   553.85s] And that brings us to implied volatility. Now, implied volatility is very interesting because
[  553.85s ->   560.49s] it directly comes from the options markets, directly comes from inverting the Black-Scholes
[  560.49s ->   566.09s] model. So I have a lot of videos discussing the Black-Scholes equation, the subsequent solution,
[  566.09s ->   569.93s] the Black-Scholes model. I highly recommend you check those out if you're interested. I'm not going
[  569.93s ->   576.17s] to do a deep dive into that topic herein. Rather, we're going to use the Black-Scholes model to come
[  576.17s ->   582.33s] up with this implied volatility. So how do we do that? Well, given the Black-Scholes model, what we can do
[  582.33s ->   590.33s] is we can use the market option price to back out the volatility required to produce the prices
[  590.33s ->   597.37s] observed in the market. And that volatility required is the so-called implied volatility.
[  597.37s ->   605.05s] And what this is is essentially what traders are pricing volatility at in a forward-looking sense.
[  605.05s ->   613.13s] So in terms of volatility to come, this is literally what the market is pricing options that are expiring in
[  613.13s ->   620.63s] the future at given the level of volatility. And that again is found by inverting the Black-Scholes
[  620.63s ->   625.83s] model, finding a solution to this minimization problem. So what are we looking at here? Well,
[  625.83s ->   631.91s] we're looking at a very important chart. This is going to make the distinction between a backward-looking
[  631.91s ->   638.23s] measure of volatility and a forward-looking measure of volatility. What you can see here is we have implied
[  638.23s ->   645.59s] volatility and 30-day realized volatility. Now, at any point in time, I can go into the market and I can
[  645.59s ->   652.79s] observe what implied volatility is at right now. And there may be some aggregate composite measure,
[  652.79s ->   658.55s] but typically implied volatility is quoted for a particular moneyness and a particular maturity.
[  659.11s ->   663.67s] In this particular case, we're looking at an aggregate measure of implied volatility.
[  663.67s ->   671.19s] So what we see here is not just implied volatility, that is what traders were pricing options at in a forward-looking
[  671.19s ->   678.39s] sense, but we're looking at that measure over time. It's very interesting. So at this point in time right here,
[  678.95s ->   686.47s] traders were pricing volatility at 0.29, so roughly 29%. And then at this point in time,
[  686.47s ->   692.47s] they were pricing it at 18%. So all of those measures are point in time.
[  692.47s ->   699.43s] That is a point in time measure for implied volatility. At that point in time, the forward-looking consensus
[  699.43s ->   708.47s] was, let's say in this case, 23%. Whereas the green line is saying, hey, returns have already happened.
[  708.47s ->   715.03s] Now let's compute a measure of backward-looking volatility, historic or realized volatility.
[  715.03s ->   723.35s] And what do you notice about these two processes? Well, they tend to be more or less correlated in
[  723.35s ->   731.19s] different cases, different settings. And what we typically see is this idea of a volatility risk premium.
[  731.59s ->   739.59s] Typically, fear drives volatility. And we see a systematic mispricing. We tend to see
[  739.59s ->   748.23s] systematically that implied volatility realizes less than implied volatility would have suggested.
[  748.23s ->   755.35s] So let's say the 30-day forward-looking implied volatility is 30%. If I was to run a regression
[  755.35s ->   761.19s] in a forward-looking setting on the average realized implied volatility, I would tend to see on average,
[  761.19s ->   769.19s] yes, it certainly does decline. And I'm going to put my money where my mouth is. I actually produced
[  769.19s ->   778.15s] these regressions for you here. Y equals X is suggesting, hey, the implied volatility in a forward-looking
[  778.15s ->   787.19s] sense was measured correctly. So if the slope of the regression line was one, then implied volatility would
[  787.19s ->   794.55s] certainly perfectly predict the subsequent realized implied volatility in a forward-looking sense.
[  795.19s ->   799.19s] But that's not what happens. Our regression line actually has a slope that's less than one.
[  799.75s ->   805.99s] What that means is at any given time, we observe, hey, the volatility in a forward-looking sense,
[  806.63s ->   815.13s] the implied volatility tends to realize lower. Wow, that's pretty substantial. If we break this up into
[  815.13s ->   820.09s] two separate regimes, what I'm going to do is break this up into a low volatility regime and a high
[  820.09s ->   825.85s] volatility regime. We can see at this intersection, I solved that system of equations, I produced two
[  825.85s ->   834.17s] separate regressions. The effect is even more pronounced in the high volatility regime than it is in the low
[  834.17s ->   841.85s] volatility regime. The slope is even less than the low volatility regime. And that is precisely the
[  841.85s ->   846.65s] point that I'm trying to make. So if we go back here, we can see, yeah, the correlation between
[  846.65s ->   853.21s] realized and implied volatility, maybe there's some sort of relationship here where as things tend to
[  853.21s ->   860.09s] heat up, realized volatility gets higher and implied volatility gets higher as uncertainty and fear both
[  860.09s ->   866.81s] increase, both measures are likely to increase. That'll increase this rolling correlation. But in general,
[  866.81s ->   872.01s] if we look at it in terms of just implied volatility, we're really focusing on this forward-looking
[  872.01s ->   880.89s] measure, then we can see, yeah, well, on average, people tend to what? Overprice fear. We've talked
[  880.89s ->   887.13s] about this a lot on this channel. It's not a crazy idea. And this is a very simple regression to suggest
[  887.13s ->   892.73s] why that is the case. Well, yeah, this certainly does not track the Y equals X line. This is only a
[  892.73s ->   898.89s] five-day forward average as well. And in these two separate regimes, we can certainly see that
[  898.89s ->   904.73s] volatility realizes less on average. So what are we trying to model with Arch and Garch, implied
[  904.73s ->   911.53s] volatility or realized volatility? Well, we have the Black Trolls model. We can produce an implied
[  911.53s ->   918.89s] volatility right now. We want to get a sense of realized volatility in a forward-looking sense.
[  919.53s ->   926.09s] And we want to be able to capture dynamics like this in the context of realized volatility.
[  926.09s ->   930.89s] That's what we're building towards here. So when we go about applying an Arch or a Garch model,
[  930.89s ->   936.09s] really what we're doing is we're looking at trying to measure some sort of realized volatility
[  936.09s ->   941.69s] in a forward-looking sense. We're trying to model it as some sort of expectation. And that's what we're
[  941.69s ->   948.73s] going to be doing. We're going to be fitting our arch or Garch model to not the implied volatility,
[  948.73s ->   955.61s] but rather the realized volatility. Even with the Black Trolls model, if it isn't immediately clear
[  955.61s ->   961.85s] why we are fitting an arch or Garch to realize volatility instead of implied volatility, bear with
[  961.85s ->   968.01s] me. It'll make more sense when we get down to the formal definition of each model. Until then,
[  968.01s ->   974.89s] we have to flesh out more dynamics of realized volatility. We talked about implied volatility
[  974.89s ->   980.73s] a little bit here, but what are some components of realized volatility and returns that such a
[  980.73s ->   987.61s] volatility model would have to capture? If we don't understand what we're observing in the market and
[  987.61s ->   994.33s] data, then how can we construct and understand a model to forecast such a feature that we can't even
[  994.33s ->  1001.45s] observe? So we'll start with this idea of kurtosis. When it comes to kurtosis and stock returns,
[ 1001.45s ->  1009.13s] typically we're dealing with something called a leptokurtic distribution. That means that the tails
[ 1009.13s ->  1018.01s] of the distribution, so the extremes, are fatter than a typical Gaussian normal distribution, a bell curve.
[ 1018.01s ->  1026.25s] And the problem with that is if you use a normal distribution to model returns, you're going to be
[ 1026.25s ->  1035.37s] underestimating the extremes on either case. And naively, if you're trying to compute maybe portfolio risk,
[ 1035.37s ->  1040.89s] maybe a value at risk, the first thing we'll teach you in some sort of finance class in college, maybe
[ 1040.89s ->  1046.73s] it's just a vanilla finance class and there's no formal study of the implications of such such
[ 1046.73s ->  1055.85s] assumptions, you will just approach the risk measure parametrically. You'll take a normal distribution,
[ 1055.85s ->  1063.37s] compute the average return and the variance of that return, the standard deviation, the volatility in a
[ 1063.37s ->  1069.37s] backward-looking setting, and then just plug that into a normal distribution to come up with your risk
[ 1069.37s ->  1076.01s] values. That is not at all appropriate. That's not at all appropriate for so many reasons. Well,
[ 1076.01s ->  1084.26s] what are some reasons? We know volatility changes over time. Case one, super inappropriate risk measure.
[ 1084.26s ->  1090.98s] Case two, we observe fat tails. If we try to use a normal distribution, we're underestimating tail risk.
[ 1090.98s ->  1096.42s] And that's what I have here. So this isn't as insulting in this particular case, but sometimes
[ 1096.42s ->  1106.01s] Kirtosis can get 10, 12, 15, 18, 20 plus. What does that mean for our risk? Well, the purple is a normal
[ 1106.01s ->  1112.49s] distribution, what your professor in finance class would have you use for a risk measure. And the green
[ 1112.49s ->  1119.29s] is an actual return distribution. But look at the extremes. The purple line dips under on both sides
[ 1119.29s ->  1127.69s] of the chart. You're always going to be underestimating risk on the upside and the downside. That's what it
[ 1127.69s ->  1134.17s] means to be leptocurtic. That's what it means to have excess Kirtosis. This is a feature that we observe
[ 1134.17s ->  1141.77s] in almost every single asset. We observe this in stocks in particular. These tails are tremendously fat,
[ 1141.77s ->  1148.89s] extremes on both sides. Hopefully now you're starting to see why we need a model capable of capturing
[ 1148.89s ->  1156.41s] this Kirtosis, this excess Kirtosis. If we just used the purple distribution, the normal distribution,
[ 1156.41s ->  1161.77s] we would be severely underestimating risk. By how much in this particular case? Well, I've computed the
[ 1161.77s ->  1168.49s] value at risk. And you can see there's almost a 20% difference between the parametric approach
[ 1168.49s ->  1174.41s] with the purple line, something your finance professor would have you do, and the data that
[ 1174.41s ->  1181.61s] we observe that is this green line. So clearly, we need some sort of volatility model that is going to
[ 1181.61s ->  1189.37s] capture the idea of excess Kirtosis in the return space. Because if we're going to try to construct a
[ 1189.37s ->  1196.33s] model to forecast volatility in a forward-looking sense, then aren't we going to want to capture
[ 1196.33s ->  1204.49s] the dynamics of the returns that we're basing the volatility measure on? Certainly. Absolutely. And
[ 1204.49s ->  1210.57s] that is largely why the Arch and Garch model is so impressive. The ability to capture in such a
[ 1210.57s ->  1216.49s] parsimonious way a lot of these stylized facts and more that we're going to talk about in a moment.
[ 1216.49s ->  1222.33s] Something I wanted to note in this context of Kirtosis is you'll hear news outlets cite events as,
[ 1222.33s ->  1229.61s] you know, X-sigma events, referencing how many standard deviations away from some sort of mean
[ 1229.61s ->  1238.01s] quantity the event in discussion is and how crazy unlikely it is. But it's kind of ironic how often
[ 1238.01s ->  1244.97s] these, you know, 6-sigma, 10-sigma, 30-sigma events actually happen, right? And effectively,
[ 1244.97s ->  1251.21s] a lot of the time, we're just underestimating this tail risk. They're just throwing this into some sort
[ 1251.21s ->  1257.37s] of Gaussian measuring a mean, looking at historic data like we did in the beginning to compute
[ 1257.37s ->  1263.37s] realized volatility, then measuring a deviation from that volatility. There's so many ways to
[ 1263.37s ->  1270.09s] construct an inappropriate benchmark. A 6-sigma event may not be as outrageous as those outlets
[ 1270.09s ->  1276.41s] are citing. So yeah, I mean, there are a lot of implications of these stylized facts that we are
[ 1276.41s ->  1280.81s] observing and analyzing together. And clearly, we're going to want some sort of volatility model
[ 1281.45s ->  1286.65s] to capture these dynamics that we're observing. Some more stylized facts of volatility for you.
[ 1286.65s ->  1292.33s] Volatility clustering. Periods of high volatility tend to cluster together and periods of low volatility
[ 1292.33s ->  1296.89s] tend to cluster together. This means that volatility shows persistence and autocorrelation.
[ 1297.45s ->  1303.05s] This is not a crazy idea. I've used the analogy of a boat on this channel a whole bunch to explain
[ 1303.05s ->  1308.17s] volatility. Right? You're sitting on a lake, the lake is super calm, you're chilling on your boat,
[ 1308.17s ->  1312.73s] everyone else is chilling on their boats, and it's flat calm. Then all of a sudden,
[ 1312.73s ->  1317.74s] you see somebody start driving away. Okay, well, why is that guy driving away? Then you see someone
[ 1317.74s ->  1322.46s] else driving away, and someone else, and the water is starting to get choppy. Maybe you should drive away.
[ 1323.34s ->  1328.06s] Right? You start driving away, everything gets crazy choppy. That's a volatility cluster.
[ 1328.06s ->  1334.54s] Eventually, everything normalizes and things get glass calm again. But that's this idea of
[ 1334.54s ->  1340.70s] volatility clustering. And that exact same logic can be used for sell-offs in the market. Why is
[ 1340.70s ->  1344.38s] that guy selling? Why is that guy selling? Do they know something I don't? Let me pull out too. Let
[ 1344.38s ->  1349.02s] everyone pull out. Then all of a sudden, you're in a free fall. So, you know, that's this idea of
[ 1349.02s ->  1354.38s] volatility clustering. Stylized fact. Moreover, we have this idea of mean reversion. Volatility
[ 1354.38s ->  1359.50s] clusters, but it also tends to revert back to a long-run average level over time.
[ 1360.46s ->  1366.14s] Extremely high and low volatility periods don't persist indefinitely. Very easy way to verify
[ 1366.14s ->  1372.38s] this is just to look at a chart like the VIX. S&P 500 implied volatility, that is the implied
[ 1372.38s ->  1378.86s] volatility on SPX options. You can see that it's not up and to the right. Doesn't look like Apple or
[ 1378.86s ->  1385.10s] NVIDIA. It constantly reverts down to a mean level. It's a behavior you would expect to see
[ 1385.10s ->  1390.94s] from this latent volatility measure. In that case, it's implied volatility, not specifically
[ 1390.94s ->  1396.54s] realized volatility. We also have this so-called leverage effect. Volatility tends to increase
[ 1397.34s ->  1403.50s] more disproportionately after negative returns compared to positive returns of the same magnitude.
[ 1404.14s ->  1411.58s] This asymmetric response and this idea that vol increases more with negative returns coincides
[ 1411.58s ->  1416.46s] with everything we've discussed about fear driving volatility, the volatility risk premium. That's the
[ 1416.46s ->  1422.14s] so-called leverage effect. We already talked about heavy tails indicating more extreme events
[ 1422.14s ->  1428.62s] than expected relative to a normal distribution, the impact in news outlets and risk. There's also this
[ 1428.62s ->  1435.34s] idea of long memory. Some studies show that volatility shows a long-range dependence, meaning
[ 1435.34s ->  1442.22s] past volatility very, very far in the past that extreme lags can influence future volatility.
[ 1443.80s ->  1448.76s] Suggests that maybe even in pricing, rough volatility models might be more appropriate,
[ 1448.76s ->  1453.56s] like a fractional brownie emission, some sort of Volterra process. I have a website,
[ 1453.56s ->  1458.44s] Gaussian cookbook on this if you want to check this out. But other literature suggests that the
[ 1458.44s ->  1463.08s] evidence is ill-founded, so on and so forth as it goes in the quant finance space.
[ 1463.08s ->  1467.88s] In the charts here, I just have a simple example of some of these stylized facts. I have this
[ 1467.88s ->  1473.48s] mean reversion. We can see this red dotted line as some sort of mean that the volatility process is
[ 1473.48s ->  1479.56s] reverting to. And this is just the 20-day rolling realized volatility. Whether or not this long-term
[ 1479.56s ->  1484.92s] average actually stands as subject for discussion, again, it's going to depend on your sample, the window
[ 1484.92s ->  1490.76s] you choose that could change over time, so on and so forth. You can also see the leverage effect to
[ 1490.76s ->  1497.88s] some capacity here. If you look, you can see the volatility change and the previous return. And on
[ 1497.88s ->  1507.48s] the positive side, you can see what we see declines that are maybe minus 0.06 versus the negative return,
[ 1508.28s ->  1515.40s] which has an increase of 0.08 at the max there. It's an anecdotal example, but it still exhibits
[ 1515.40s ->  1523.08s] the leverage effect. The decrease in volatility from positive returns is less than the increase in
[ 1523.08s ->  1529.24s] terms of magnitude from negative returns. And that is the so-called leverage effect. So two stylized facts
[ 1529.24s ->  1535.40s] visualized for you here, clearly all are very important and our model should capture in a
[ 1535.40s ->  1541.72s] parsimonious way as many of these as possible. So if all of these dynamics are important to capture
[ 1541.72s ->  1547.40s] in a volatility model, what did they do before arch models and angles research? Well, clearly they
[ 1547.40s ->  1553.72s] weren't able to capture excess kurtosis, this idea of volatility clustering, heteroscedasticity in
[ 1554.28s ->  1559.16s] one single parsimonious model. Sure, there may have been ways to capture those dynamics, but you
[ 1559.16s ->  1565.40s] always have some sort of complexity efficiency trade-off when it comes to modeling. So we always
[ 1565.40s ->  1571.96s] want some sort of parsimonious representation that's capable of capturing these dynamics in a very efficient
[ 1571.96s ->  1579.32s] way. And that is exactly what the arch model does. Let's break down arch models step by step to fully
[ 1579.32s ->  1586.44s] understand them and appreciate the dynamics that they capture. So let's start with what an arch model
[ 1586.44s ->  1594.68s] is. Well, it is an auto regressive conditionally heteroscedastic model. It is a class of models that is going
[ 1594.68s ->  1604.38s] to go about capturing the dynamics that we observed above in the data, particularly for volatility. Okay, well,
[ 1604.38s ->  1609.98s] what is auto regressive? What is conditionally heteroscedastic? Auto regressive just means
[ 1609.98s ->  1618.46s] we're using past values, the model's own past values to estimate future states. Anytime you see auto
[ 1618.46s ->  1626.38s] in a time series capacity, you're typically dealing with a processes own lagged values, auto covariance,
[ 1626.38s ->  1632.71s] auto correlation, so on and so forth. What about heteroscedastic versus homoscedastic?
[ 1632.71s ->  1638.71s] Well, this is particularly important because this is dealing with variance or volatility,
[ 1639.59s ->  1646.55s] standard deviation. If a model is homoscedastic, it proposes a constant variance. We never see this
[ 1646.55s ->  1653.11s] in finance, right? We don't have this wonderful simplifying assumption. If we assume constant
[ 1653.11s ->  1658.63s] variance, then we are making an assumption that we know is incorrect. And we've already observed this
[ 1658.63s ->  1666.07s] in the data in an implied volatility sense and in a realized volatility sense. So what about heteroscedastic?
[ 1666.07s ->  1670.71s] Well, if a model is heteroscedastic, it proposes that this variance of volatility is not constant.
[ 1670.71s ->  1676.71s] This is certainly more in line with what we've observed in the data above. We've observed paths
[ 1676.71s ->  1684.34s] of volatility that change over time. It's not a straight line. Specifically, this model is conditionally
[ 1684.34s ->  1694.10s] heteroscedastic. That is the variance of errors in a model change over time and is dependent on past
[ 1694.10s ->  1702.18s] information. This is quite useful here for volatility. Let's now talk about the actual definition of the
[ 1702.18s ->  1710.66s] arch process. We have this return series. So we have y sub t is equal to some sort of mean value for the
[ 1710.66s ->  1718.90s] return plus some sort of error, this epsilon. And this epsilon is time varying. This epsilon is defined
[ 1718.90s ->  1727.14s] as the product of some sort of measure of volatility times an innovation. And this innovation is assumed to
[ 1727.14s ->  1735.94s] have a mean zero and a variance of one. Often this is standard normal, but other heavy tail distributions,
[ 1735.94s ->  1743.62s] other extensions are also relevant. So this is the process for returns and errors. What about the
[ 1744.34s ->  1751.62s] volatility process itself? Well, hopefully now it's starting to become more clear why we were using
[ 1751.62s ->  1756.82s] the realized volatility, not implied volatility. We are looking at this sigma squared term here.
[ 1757.38s ->  1763.62s] And what we're doing is we're saying that this volatility, this realized volatility is equal to
[ 1763.62s ->  1771.06s] alpha sub zero, some sort of intercept, some sort of level, plus alpha one, which is going to be
[ 1771.06s ->  1777.94s] a coefficient on some sort of lagged error value squared. And if we look back at the definition of
[ 1777.94s ->  1785.14s] this epsilon, well, it's defined in terms of sigma. So effectively it's sigma squared times z sub t squared.
[ 1785.14s ->  1791.70s] If we plug that on in here, but at t minus one. Okay. And that's where the auto regressive component
[ 1791.70s ->  1798.82s] comes in. And the number of terms that we are extending to is based on the order of the process.
[ 1798.82s ->  1806.26s] So we go t minus one, t minus two, all the way to t minus q. And that is our arch q model. If it was an
[ 1806.26s ->  1812.18s] arch one model, we would just go out to this one term here. Now we'll talk about the conditional and
[ 1812.18s ->  1817.78s] unconditional expectation and variance in a moment. But before we do, let's just see this model in
[ 1817.78s ->  1824.74s] action. I am going to horse race this model against something that doesn't capture the volatility
[ 1824.74s ->  1830.10s] dynamics we observed above, an exponentially weighted moving average. And I'm going to naively
[ 1830.10s ->  1837.46s] use that to try to forecast realized volatility. So we know that that model isn't going to capture
[ 1837.46s ->  1843.22s] the dynamics that we want, this excess kurtosis, the leverage effect, volatility clustering, things of
[ 1843.22s ->  1849.62s] that nature. So what does this look like when we try to fit the model and compute the out of sample
[ 1849.62s ->  1856.10s] performance? Well, I'm doing a grid search on both of these models. It's far from a perfect modeling contest.
[ 1856.10s ->  1863.70s] Nevertheless, I'm fitting the models in a similar capacity. So it is a reasonably fair comparison.
[ 1863.70s ->  1874.42s] Here, I have a root mean squared error of 42% roughly, and an r squared value of 5.12% for this
[ 1874.42s ->  1880.74s] exponentially weighted moving average. That is really all it's doing is it's trying to use the previous
[ 1880.74s ->  1888.50s] value at some sort of decay factor going back a certain number of lags to predict or shouldn't
[ 1888.50s ->  1894.26s] say predict, but forecast the next realized volatility. And you can see really it's just
[ 1894.26s ->  1903.40s] trying to chase these spikes and we get a massive root mean squared error. I also fit an arch one model.
[ 1903.40s ->  1912.04s] It appears to be maybe a little more reasonable in producing a volatility forecast and the out of
[ 1912.04s ->  1916.92s] sample performance metrics would certainly suggest that is the case. We could see a root mean squared
[ 1916.92s ->  1926.28s] error of roughly 25% here relative to the 42% of the EWMA process there and a higher r squared. So a
[ 1926.28s ->  1931.24s] higher variance explained as well. Now, of course, this is just one example, right?
[ 1931.24s ->  1937.16s] I could overfit the weighted moving average and maybe make it perform better. Maybe I could do
[ 1937.16s ->  1944.12s] the same with an arch model. The innovation is really in its ability to capture the dynamics of
[ 1944.12s ->  1950.76s] interest that we were discussing earlier in this video. The stylized facts of volatility,
[ 1950.76s ->  1956.84s] right? The volatility clustering, this excess kurtosis, so on and so forth. And that's why
[ 1956.84s ->  1963.88s] its performance is significantly better in terms of measuring risk, in terms of measuring volatility,
[ 1963.88s ->  1969.88s] forecasting volatility, so on and so forth, because it's actually accounting for those dynamics.
[ 1969.88s ->  1974.60s] Something like a weighted moving average is just going to be chasing previous values. It's just trying
[ 1974.60s ->  1982.60s] to use some sort of weighted combination of lagged values to produce a forecast. Whereas an arch model is
[ 1982.60s ->  1989.56s] actually trying to consider all of these dynamics when it produces some sort of forecast value.
[ 1989.56s ->  1997.08s] That is why these models, the arch, the garch, the generalized extension is so innovative, so productive.
[ 1997.08s ->  2001.80s] So how do we know that this model is actually capturing those dynamics we discussed earlier? Well,
