[    0.46s ->     8.33s] A question I get all the time, Roman, what is the best way to learn to code for quantitative
[  412.81s ->   418.43s] of the transaction costs and hedging costs, et cetera, eat away at your profit. But this is a
[  418.43s ->   423.92s] place to start. Okay. So that's what this chart is showing us here. What we're doing here is we're
[  423.92s ->   429.28s] not just looking at the current implied volatility relative to the forward implied volatility. We're
[  429.28s ->   435.94s] looking at the difference. So if the difference is positive, that means that future volatility is
[  435.94s ->   441.52s] actually higher. If the difference is negative, that means future volatility is lower. And what you can
[  441.52s ->   449.04s] see is in the high volatility regime, it's all negative. And in the low volatility regime, it's
[  449.04s ->   455.56s] all positive. So it's a very interesting effect to observe. So essentially on average, in this low
[  455.56s ->   462.68s] volatility regime, forward volatility tends to be higher. In this high volatility regime, forward
[  462.68s ->   471.28s] volatility tends to be lower. Now, is there a way to measure how profound this effect is? There's
[  471.28s ->   475.34s] certainly is. Now, there's not enough time to talk about least squares, not enough time to talk about
[  475.34s ->   483.22s] the how everything functions, how explained variation works, the entire idea behind it itself. But
[  483.22s ->   489.36s] what we can do is look at something called the R squared value. Essentially, the higher the R squared
[  489.36s ->   496.44s] value, the more profound this effect. So in a low vol regime, we have an R squared of 0.057. Now,
[  496.44s ->   503.32s] this is out of one. So this explains very little variation in the forward vol based on the current
[  503.32s ->   512.42s] vol. But with the high vol regime, we get an R squared of 0.387. It's significantly higher than the
[  512.42s ->   521.22s] low volatility regime. So maybe there's a statistical basis for us to trade in that capacity going short
[  521.22s ->   526.42s] vol when the implied volatility is high enough. Now, the current implied volatility is what,
[  526.42s ->   534.16s] 0.4444.05%. There's no trade here. There's no trade. In fact, we're very, very close to this
[  534.16s ->   541.98s] regime split. This regime split is not a stationary value. As time marches on, heck, even if I change
[  541.98s ->   548.28s] this window, this value is going to change. So we have to keep this in mind. Everything is time
[  548.28s ->   554.08s] variant here. It's changing over time. Nothing is converging. Nothing is static. We're doing our best
[  554.08s ->   561.49s] to create a model to find some sort of edge. All right. Well, I've also plotted the time series of
[  561.49s ->   568.35s] implied volatility, the current level, the mean across this time series, and the 75th and 25th
[  568.35s ->   576.27s] percentile. And here you can see that volatility relative to historic volatility has been pretty low
[  576.27s ->   582.55s] recently. We had this little spike here, and now we're kind of between the 25th percentile and the
[  582.55s ->   588.05s] this could mean. This could mean a variety of different things. So maybe we think that volatility
[  588.05s ->   594.09s] will increase. It's been low for a while. But again, based on the current level and this regression,
[  594.47s ->   599.67s] it doesn't necessarily suggest that effect. So this is what I'm teasing out with this trading
[  599.67s ->   606.01s] dashboard. So this is how we can go about analyzing some sort of potential for trading volatility
[  606.01s ->   613.31s] on a particular equity. In this case, this is NVIDIA. You could use it on an ETF or really any symbol.
[  614.21s ->   618.51s] But this is how you would go about interpreting the dashboard. Time to start building. We don't need
[  618.51s ->   622.93s] no track GPT or Gemini for this. We're going to build it from scratch. So let's start with a
[  622.93s ->   629.61s] brand new workspace, brand new Python file. I'm going to call this, let's say, dashboard.py.
[  629.61s ->   636.27s] And look at this, right off the bat, we get generate code. We don't need no code generation. We're here
[  636.27s ->   640.55s] to write code from scratch. All right. We're going to start with our imports. We're going to need to
[  640.55s ->   649.27s] import quite a few things. Import tkenter as tk. We're going to use tkenter to build the frame of
[  649.27s ->   656.27s] our application. We're going to need some other items in tkenter. We're going to need tk message box
[  656.27s ->   666.68s] and scrolled text. So import from tkenter, import tk, message box, and scrolled text. We also need
[  666.68s ->   674.41s] to import threading. We're going to import time. For the implied volatility data, we're going to use
[  674.41s ->   685.33s] pandas. So import pandas as pd. We're going to use matplotlib to visualize the regressions. We also need
[  685.33s ->   695.01s] the figure canvas so that we can use it with tkenter. Now we also need the interactive brokers
[  695.01s ->   709.34s] Python API. This is going to be ibapi. So from ibapi.client, we need eclient. From ibapi.wrapper,
[  709.34s ->   719.42s] we need e-wrapper. We also need the contract class so that we can get the data for a particular
[  719.42s ->   731.59s] symbol. And we need date time to format dates correctly. And we can also import warnings.
[  732.37s ->   741.46s] And we can filter warnings. All right. If any of this doesn't work, run this. If any of this doesn't
[  741.46s ->   747.24s] work and you get some sort of error, module not found, whatever it may be, then you likely need
[  747.24s ->   752.20s] to run a pip install on that package. So if you don't have pandas, you don't have matplotlib, you
[  752.20s ->   759.84s] don't have ivapi, what you need to do is open up a terminal. Assuming you've installed Python
[  759.84s ->   767.62s] correctly on Windows and you have the Python package manager added to your path, then you're going to be
[  767.62s ->   778.94s] able to run a pip install on these packages. So I would say pip three install pandas. For example,
[  778.94s ->   785.76s] if I was missing the pandas module or pip install pandas, if you're not working with that particular
[  785.76s ->   790.56s] version of Python, it'll be pip or pip three. And you would need to do this for every module that you
[  790.56s ->   799.64s] do not have. Okay. Now that we've gone about importing everything that we need, we're going
[  799.64s ->   807.74s] to create a class to manage the connection and data from interactive brokers. We're going to call this
[  807.74s ->   815.48s] the IB app class. And this is going to be an implementation of the e-client and the e-wrapper
[  815.48s ->   828.31s] from the IB API. Look at this. It's auto finishing for me. Goodness gracious. Get this AI out of here.
[  828.55s ->   833.53s] All right. So we've created this class. Now what we're going to do is we're going to create the
[  833.53s ->   842.09s] constructor. We're going to initialize e-wrapper and e-client in this particular class as itself.
[  842.39s ->   848.21s] And then we're going to add fields for the connection and the historic data that's being
[  848.21s ->   855.84s] queried from the trader workstation. So def init self. This is the constructor for the class.
[  856.28s ->   863.06s] I'm going to say e-client. We're going to initialize it with self and self. So we're operating with this
[  863.06s ->   869.10s] as the e-wrapper and e-client implementation. And then we are going to have a field for connected.
[  869.58s ->   875.18s] We're going to set it equal to false by default. Then we're going to have a field for the historical
[  875.18s ->   882.04s] data. And this is going to be a dictionary. So we created this class and it's implementing e-wrapper
[  882.04s ->   887.46s] and e-client. But what does that actually mean? Well, we're going to establish a connection to the
[  887.46s ->   892.80s] trader workstation, to interactive brokers, and we're going to make a data request. And that data
[  892.80s ->   898.20s] request has to go somewhere. It's going to go to this class. That's the purpose of this class.
[  898.20s ->   904.78s] Now, sometimes there's going to be errors. So we need to be able to log this to our terminal. So
[  904.78s ->   914.04s] I'll say def error. We're going to take self, rec ID, error code, error string, and we are just going
[  914.04s ->   920.20s] to print this out to the console. So I'm just going to use a formatted print statement and we can just
[  920.20s ->   928.01s] go ahead and print all of these values. So we're going to print the rec ID. We are going to print the
[  928.01s ->   939.54s] error code and we are going to print the error string. Okay. Turned off the AI autocomplete.
[  939.66s ->   947.90s] So everything will be nice and peaceful here. All right. Now we need to create some sort of function
[  947.90s ->   955.00s] to be able to get historic data and manage historic data. What does this look like? Well, we need to
[  955.00s ->   962.68s] create a function called historical data. And this is where interactive brokers is going to send
[  962.68s ->   969.80s] the historic data for implied volatility when we request it. So we're going to create a request.
[  969.88s ->   974.78s] It's going to have a request ID. It's going to go to interactive brokers and it's going to come back
[  974.78s ->   981.56s] to this class. It's going to give us the bar data and the request ID that's telling us which implied
[  981.56s ->   989.08s] volatility we are essentially asking for. And it's going to store it in this historic data dictionary.
[  990.68s ->  1000.21s] Okay. If the request ID is not in self dot historical data, then that means we have not queried
[ 1000.85s ->  1008.93s] any particular request for this request ID. So we are going to set the historical data
[ 1010.36s ->  1019.03s] dictionary to have this rec ID with an empty list. Because remember, this dictionary doesn't have a
[ 1019.03s ->  1024.07s] default value for each key. So we're going to create a request, call it request, let's say one.
[ 1024.71s ->  1028.79s] And the server is going to get this request, it's going to respond, hey, request one,
[ 1028.79s ->  1033.51s] and here's your data. But we need to be able to put that data somewhere. So what we're saying is
[ 1033.51s ->  1038.87s] historical data, take that request ID one, and take all the data, we're going to throw it into this
[ 1038.87s ->  1044.87s] empty list. So what we'll do is we'll say self dot historical data. Now that we have this empty list,
[ 1045.75s ->  1058.12s] using this rec ID, we are going to put all of this data in. So we're going to put date bar dot date,
[ 1059.08s ->  1076.76s] we will put open bar dot open, we will put close bar dot close, we will put low, we'll put high bar dot high,
[ 1077.80s ->  1101.78s] we'll put low bar dot low, and we'll even have the volume. All right. So we're appending a dictionary
[ 1101.78s ->  1108.34s] to this list that we've created for this specific rec ID. All right, so we're going to request,
[ 1108.34s ->  1113.46s] create some sort of implied volatility requests to interactive brokers, call it rec ID one,
[ 1113.46s ->  1118.02s] it's going to respond with all this data. So what we're going to say is, hey, for rec ID one,
[ 1118.02s ->  1122.58s] let's create an empty list. And within this empty list, let's create a dictionary that's going to have
[ 1123.14s ->  1130.31s] all of this data. All right. And then once we're done fetching this historic data,
[ 1130.31s ->  1137.19s] we want a message to ensure that we know that it is done. So historical data, this is going to be
[ 1137.19s ->  1144.23s] within the class, not within that function, historical data and, and it looks like this
[ 1144.23s ->  1151.27s] auto finished for me, but we need rec ID start and, and we don't need to return anything really,
[ 1151.27s ->  1166.71s] we just want to print historical data has been received for rec ID, and then we'll put in the rec ID.
[ 1168.55s ->  1175.17s] Okay. All right. So this is going to be the class that's going to handle the callback from
[ 1176.05s ->  1182.29s] trader workstation with our historic data. Great. And then we're going to use that data for our
[ 1182.29s ->  1188.37s] regressions. Now's the fun part. We got to build the user interface. How are we going to do this?
[ 1188.37s ->  1196.85s] Well, we're going to create a class implied volatility dashboard. And in the constructor,
[ 1197.57s ->  1209.38s] I am going to pass the root of the user interface. Now, whenever I create a TK enter sort of app
[ 1209.38s ->  1214.74s] interface, I need to create some sort of a root of that application. You can think of this as like
[ 1214.74s ->  1220.42s] the frame and that route, that frame is where I'm going to add all of these elements.
[ 1220.42s ->  1228.10s] So within the constructor here, I'm going to assign a field within the implied volatility
[ 1228.10s ->  1234.98s] dashboard class, this roots value, this root object. So anytime I want to add something to it,
[ 1234.98s ->  1240.98s] I can just call self.root. So self.root is equal to root. Now, anytime I want to add something to
[ 1240.98s ->  1245.54s] this frame, I can just call self.root. So self.root.title, this is going to be
[ 1246.42s ->  1255.56s] the implied volatility trading dashboard. And that's accomplished because I have this
[ 1255.56s ->  1259.08s] self.root equals root here. So anytime I want to add or change something to this,
[ 1259.80s ->  1264.20s] this app, this, this frame, whatever you want to call it, I can just call self.root. So I'll call
[ 1264.20s ->  1270.84s] self.root.geometry. And this is going to be the default application size. I'll make it 1400 by 1200.
[ 1270.84s ->  1275.56s] There's a lot going on. You can play around with the size if you'd like. Now we need something for
[ 1275.56s ->  1283.16s] the data. So I'll call it self.option data. This is equal to none for now. Self.volatility data,
[ 1283.16s ->  1289.96s] this will also be equal to none. Self.current implied vol, this is equal to none. These are
[ 1289.96s ->  1295.40s] just going to be placeholders for when we actually want to replace it with data we query from
[ 1295.40s ->  1303.96s] interactive brokers, the server. We're going to need to handle the connection to the server.
[ 1303.96s ->  1312.68s] So we need an instance of the IB app that we created here. So I will say self.ibapp is equal to
[ 1313.32s ->  1319.70s] ibapp. And anytime I want to handle the historic data, right, I make a request to the server,
[ 1319.70s ->  1326.96s] I'm going to be able to find it in this ibapp field within this class. Pretty handy.
[ 1328.12s ->  1336.02s] Moreover, I need a field to tell us if we are connected or not. And I'm going to also set a
[ 1336.02s ->  1346.44s] default vol annualization to be 252. And you can change this depending on if you're going to be
[ 1346.44s ->  1352.28s] querying, let's say daily implied volatility or weekly, monthly. However, you are going to be
[ 1352.28s ->  1359.16s] managing the bar size. So if you need to change this to say B52, if you're using weekly or however you
[ 1359.16s ->  1363.72s] want to do it. So this is the annualization. This is how we're going to be scaling the implied
[ 1363.72s ->  1371.00s] volatility. Then we're going to need to create a function to set up everything in the UI. So this
[ 1371.00s ->  1377.70s] is going to be all the buttons, all of the charts and whatnot. And that's going to be just about it
[ 1377.70s ->  1385.01s] for the constructor. All right, what do we need now? We need a couple of different helper functions. So
[ 1385.01s ->  1390.13s] for starters, we need to create a function to create an equity contract. So this could be some
[ 1390.13s ->  1395.65s] sort of equity like we used NVIDIA as an example in the start of this video. But here, this could
[ 1395.65s ->  1405.20s] also be for an ETF like SPY. So we'll call it create equity contract. We will take a symbol as an input.
[ 1405.20s ->  1412.08s] And that's going to be that field in the app that we saw. And we'll say contract is equal to an empty
[ 1412.08s ->  1418.88s] contract object. This is imported from the interactive brokers API. Then I'll say contract dot symbol is
[ 1418.88s ->  1428.24s] equal to symbol dot upper. Okay, because we need this is how we need to format the symbol for the contract
[ 1428.24s ->  1432.32s] that we're sending to the server to request information from it needs to be all capital.
[ 1432.32s ->  1436.64s] So in case the user enters it in lowercase or whatever, we'll we'll get it to capital.
[ 1436.64s ->  1450.95s] And then the security type is going to be stock. The exchange we will say is smart. And the currency we
[ 1450.95s ->  1458.08s] will just default to us dollars. Then we'll return the contract. So this is how we're going to go
[ 1458.08s ->  1466.56s] about building the contract. Okay, so essentially that that button is clicked when we enter the symbol.
[ 1467.36s ->  1471.36s] And this is what we're going to create based on whatever is entered, we're going to create this
[ 1471.36s ->  1480.39s] contract object. So interactive brokers knows what data to send back to us. Now it's time for the beast.
[ 1480.39s ->  1488.07s] Now it's time for the beast. We need to create this setup UI function. All right, buckle up here.
[ 1488.07s ->  1498.31s] This is the fun part. So def setup UI self the function to set up all the components on on the frame.
[ 1498.31s ->  1502.71s] All right, we already know if we want to add things to this frame, we can just use self dot root.
[ 1502.71s ->  1510.55s] So we need to first create this frame. Mainframe is equal to ttk dot frame self dot root. We'll have
[ 1510.55s ->  1515.59s] some padding for the items within the frame. I'll just create it. Start with 10. You can alter that
[ 1515.59s ->  1523.80s] if you want more padding. The frame is also going to have a grid layout. So row is equal to zero.
[ 1524.60s ->  1537.60s] Column is equal to zero. And then we'll say sticky. And we will have west, east, north, and south. Okay,
[ 1538.32s ->  1548.45s] sticky is equal to this tuple. Perfect. All right. Let's start by configuring these widgets now. All right.
[ 1549.33s ->  1563.65s] self dot root dot column config zero weights one self dot root dot row config zero weights one mainframe dot
[ 1563.65s ->  1575.51s] column figure. We will have one weights one and then mainframe row configure. We will have let's say five
[ 1577.35s ->  1585.81s] weights. All right, we need a connection frame. All right. So essentially, these are just going to be
[ 1585.81s ->  1593.89s] the weights of the grid. All right, that we are establishing in the mainframe. Now we need to
[ 1593.89s ->  1598.37s] create each little frame for each section of the application. So if you remember, we have the
[ 1598.37s ->  1605.17s] connection frame, then we have the frame where we can query the historic data. So I will say con frame
[ 1608.18s ->  1619.68s] is equal to ttk dot label frame, mainframe. This will be the interactive brokers connection.
[ 1621.51s ->  1628.39s] And we'll throw some padding on there too. Just call it five. And then this will be
[ 1629.83s ->  1636.07s] in row zero column zero with a column span of two. So for this particular frame, we'll say
[ 1636.63s ->  1646.31s] con frame dot grid, throw it in row equals zero column is equal to zero column span is equal to two
[ 1647.11s ->  1658.76s] sticky, we will put tk west and tk east. And then pad y will do zero and 10. So there will be some padding
[ 1659.40s ->  1669.96s] vertically. All right. Now we're going to add some labels and some inputs so that we can manage this
[ 1669.96s ->  1676.68s] connection. So this con frame is just a section in our window where we're going to be putting items to
[ 1676.68s ->  1682.76s] manage this connection to the trader workstation. So I'm going to have this ttk dot label, and this is
[ 1682.76s ->  1691.00s] going to be in the con frame section, which is the connection frame. This is going to be the host for
[ 1691.00s ->  1702.85s] the application. And we'll throw this in row zero, column zero, and we'll give it some padding on the
[ 1702.85s ->  1712.85s] x axis. So pad x is equal to zero comma five. The host var is actually going to be a string var.
[ 1712.85s ->  1721.57s] And this is going to be the value assigned to the input text field. So whenever it changes,
[ 1722.29s ->  1728.50s] this is how we're going to get that information from the user interface. We're not just going to fetch it
[ 1728.50s ->  1734.82s] from the input object. It's better practice to create a variable, a dedicated variable
[ 1734.82s ->  1740.98s] for this value and access it via that dedicated variable. So that's what this self dot host var
[ 1740.98s ->  1746.90s] is. It's going to be a string var with a value of the host, which defaults to one, two, seven dot
[ 1746.90s ->  1751.62s] zero dot zero dot one. No place like home local host, a fun
[ 1751.62s ->  1763.14s] programming connection joke for you guys. All right. Um, this is going to be again, an entry.
[ 1763.14s ->  1769.38s] So this is the variable that's going to house the data for this host field, but we haven't created
[ 1769.38s ->  1775.94s] the host field yet. So that's an entry. That's this, this input form, and we're throwing this entry
[ 1775.94s ->  1784.02s] in the connection frame and it's going to have a text variable value of self dot host var. This is
[ 1784.02s ->  1793.08s] what connects the input to a variable. And in this case, the variable is, is host bar. We'll say the
[ 1793.08s ->  1799.64s] width of this input will be 15. And then we're going to put this in column one row zero. Okay. So row
[ 1800.28s ->  1809.60s] is equal to zero column is equal to one and we'll give it some padding on the X zero comma 10. Okay.
[ 1809.60s ->  1814.40s] Maybe I will expand this a little so you guys can see if you have to. Yeah, that's better. We don't
[ 1814.40s ->  1821.22s] need the, uh, the file tree open. Okay, cool. So that's going to be the host. Now we're going to do the
[ 1821.22s ->  1825.70s] same thing for the port. All right. And this is pretty much just rinse and repeat. So I'm actually
[ 1825.70s ->  1835.56s] just going to copy and paste this block and shift tab will reverse tab it in if you didn't know that.
[ 1835.56s ->  1843.73s] So instead of host, I'm going to do port and I'm going to put this in column two. Okay. So zero,
[ 1843.73s ->  1849.97s] column zero, column one, column two, and I'm going to keep the same padding. The default here is going
[ 1849.97s ->  1857.41s] to be seven, four, nine, seven for paper trading. The host var in this case is going to be now the port
[ 1857.41s ->  1861.89s] bar because we're dealing with the port. So port seven, four, nine, seven is the default port for
[ 1861.89s ->  1868.45s] paper trading. This is going to be our string bar. We need to change this entry to have the port bar
[ 1869.09s ->  1876.53s] default, the same width, probably fine. We can do a little bit less, I guess, because the port is
[ 1876.53s ->  1888.63s] shorter than the host and it's not row zero column one. It should be row zero column three. Cool.
[ 1888.95s ->  1893.51s] And then we're going to add some buttons so that we can actually make this connection request
[ 1893.51s ->  1903.76s] self dot connect button is equal to TTK dot button. And we will do the con frame and text is equal to
[ 1903.76s ->  1912.80s] connect. The command is going to be equal to self dot connects IB. And we're going to have to create that
[ 1912.80s ->  1922.80s] function to run this connection request based on the host and the port that are entered into those text
[ 1922.80s ->  1932.48s] fields. You could also add, well, I guess we have to add this to the grid. So self dot connect button dot
[ 1932.48s ->  1941.60s] grid, we'll throw this in row zero column four. So this is beyond the port item, the port input.
[ 1942.16s ->  1948.79s] And then we'll also add some padding on the X. We'll make it zero and 10. Okay. And we can just copy
[ 1948.79s ->  1958.15s] and paste this too. And we can do the same thing for for disconnect. So we'll have disconnect.
[ 1959.65s ->  1967.54s] Instead of connect IB, we should call this disconnect IB. And we can just leave this as disabled for now.
[ 1968.26s ->  1976.05s] State is equal to disabled. And then it's not in column four, it's in column five.
[ 1977.27s ->  1986.39s] And then it's not called connect button. It's got to be called disconnect button. Okay. So we've now
[ 1986.39s ->  1994.15s] created the entire frame for the connection within the main frame of our application. That is exactly what
[ 1994.15s ->  1998.87s] we've done up until this point. We created this connection frame, this mini frame within our application.
[ 1998.87s ->  2004.63s] We said there's a host label, a host input, a port label, a port input, and a connection button,
[ 2004.63s ->  2009.91s] this connection button with commands that we've yet to build. And this is sufficient for the connection
[ 2009.91s ->  2017.51s] section. So the next section of this is to build out the query frame, the data query frame. And it's
[ 2017.51s ->  2022.71s] pretty much the same process. So I need to create a new frame. Now, I'm going to call this the data
[ 2022.71s ->  2028.40s] frame, not to be confused with the pandas data frame. This is just going to be the frame within
[ 2028.40s ->  2033.84s] the bigger application where we're going to be querying the data. So we'll call this ttk dot label
[ 2033.84s ->  2040.26s] frame. We'll put this in the main frame. Remember, we have this main frame, we have this connection
[ 2040.26s ->  2049.27s] mini frame. And now we have this data query mini frame. And the text will be data query, throw a little
[ 2049.27s ->  2060.28s] padding on there, everything should look nice. We're going to put this in row one now. So we have
[ 2060.28s ->  2065.88s] that that first connection frame, we'll throw this in the next row, we'll call this column zero,
[ 2067.40s ->  2080.74s] with a column span of two, we'll call this sticky as well to west and east. And then we'll throw some
[ 2080.74s ->  2091.70s] padding on the y axis. As you go through this, if there's anything you want to change with the padding or
[ 2091.70s ->  2096.90s] text fields, you know, you're free to do so that won't change the core functionality of the the
[ 2096.90s ->  2102.92s] application that we're after. Now we're going to create the exact same thing that we did here with
[ 2102.92s ->  2110.84s] the host import, but this time for the symbol and the look back period the duration for the the data
[ 2110.84s ->  2117.30s] request. What I would do is I would just copy this. So copy these three things again, and we'll just change
[ 2117.30s ->  2126.34s] everything down here. So shift tab brings it in, we have ports. Okay, instead of port, we're working
[ 2126.34s ->  2134.10s] with symbol here. Okay, it's not in the connection frame, it should be in the data frame. Again,
[ 2134.10s ->  2139.30s] this is the frame where we're going to be querying the data from not a pandas data frame. All right,
[ 2139.30s ->  2146.36s] we're going to throw this in column zero. Okay, we're going to keep the padding, the default value,
[ 2146.36s ->  2155.91s] it's not going to be port var, it's going to be symbol var, symbol var, and the value we can just
[ 2155.91s ->  2161.35s] default to spy, you can make this apple and video whatever you want to do. And the entry is going
[ 2161.35s ->  2169.83s] to be in the data frame. And remember, the string var is going to be symbol var. And we will put this
[ 2169.83s ->  2183.00s] in column one, the exact same thing for duration now. Cool. And we will call this duration, you can call
[ 2183.00s ->  2188.68s] this look back if you want, or, you know, whatever else to imply that we're querying data back that
[ 2188.68s ->  2194.60s] duration, I'm just going to call it duration. And we're going to keep this in row zero column two.
[ 2195.72s ->  2206.79s] And the default will be two years. So interactive brokers has specific format for how it specifies
[ 2206.79s ->  2213.67s] date ranges. So two space Y is how it does two years, you can look for for other ranges as well
[ 2213.67s ->  2219.99s] in their their API documentation, or you could ask your your favorite LLM if you would like.
[ 2220.63s ->  2228.63s] Symbol var is going to be now duration var. And we are going to make this duration var instead of symbol
[ 2228.63s ->  2236.71s] var. And this will be in column now three. So we have column zero, column one column two, and this will
[ 2236.71s ->  2246.13s] be in column three. Cool. Now we need to add a button to actually query this stuff and analyze the
[ 2246.13s ->  2251.65s] volatility. So I'm just going to copy the connection and disconnection buttons. And I'm going to change
[ 2251.65s ->  2260.34s] everything here. So that it is correct. Instead of connection, what do I have, I have a query. So this
[ 2260.34s ->  2267.08s] will be query button. This will be query button instead of connect frame, we're not throwing this in the
[ 2267.08s ->  2271.80s] connection frame, right? This is going to be in the data frame, where we're going to be querying this
[ 2271.80s ->  2281.00s] data from. Instead of connect, this will be what query IV data. So now we need to create a what,
[ 2281.80s ->  2289.80s] a command to, you guessed it, query the data. And of course, this should probably be disabled
[ 2292.23s ->  2301.76s] before there is a connection to interactive brokers. Okay. This will be in, yep, column four is totally
[ 2301.76s ->  2307.28s] fine. So that actually lines up with the original, um, connection frame from the connection button.
[ 2307.28s ->  2312.32s] So column four is totally cool. Um, then for this disconnect button, we need to replace this
[ 2312.32s ->  2320.24s] with analyze button. And instead of connection frame, it will be data frame. Instead of the text being
[ 2320.24s ->  2327.76s] disconnect, it will be analyze the implied vol and we'll leave this as disconnected to until there's
